task_id,flow_id,task_type,dataset_id,predictive_accuracy,setup_string,flow_class
178,84,Supervised Data Stream Classification,139,0.942159,meta.OzaBag,meta
187,87,Supervised Data Stream Classification,148,0.920162,meta.OzaBoostAdwin,meta
196,103,Supervised Data Stream Classification,158,0.381072,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
188,94,Supervised Data Stream Classification,149,0.73539,trees.HoeffdingAdaptiveTree,trees
177,95,Supervised Data Stream Classification,138,0.822624,trees.RandomHoeffdingTree,trees
175,94,Supervised Data Stream Classification,135,0.660617,trees.HoeffdingAdaptiveTree,trees
121,86,Supervised Data Stream Classification,71,0.868861,meta.OzaBoost,meta
169,99,Supervised Data Stream Classification,129,0.901746,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
178,108,Supervised Data Stream Classification,139,0.884896,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
172,105,Supervised Data Stream Classification,132,0.793742,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
178,105,Supervised Data Stream Classification,139,0.881413,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
128,94,Supervised Data Stream Classification,78,0.794964,trees.HoeffdingAdaptiveTree,trees
159,98,Supervised Data Stream Classification,119,0.346734,functions.SPegasos,functions
165,94,Supervised Data Stream Classification,125,0.917286,trees.HoeffdingAdaptiveTree,trees
191,91,Supervised Data Stream Classification,153,0.72914,rules.RuleClassifier,rules
200,99,Supervised Data Stream Classification,162,0.829528,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
189,95,Supervised Data Stream Classification,150,0.645661,trees.RandomHoeffdingTree,trees
171,95,Supervised Data Stream Classification,131,0.93898,trees.RandomHoeffdingTree,trees
162,105,Supervised Data Stream Classification,122,0.856193,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
131,85,Supervised Data Stream Classification,117,0.597317,meta.OzaBagAdwin,meta
174,94,Supervised Data Stream Classification,134,0.892012,trees.HoeffdingAdaptiveTree,trees
130,99,Supervised Data Stream Classification,116,0.633898,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
194,84,Supervised Data Stream Classification,156,0.876878,meta.OzaBag,meta
196,85,Supervised Data Stream Classification,158,0.845982,meta.OzaBagAdwin,meta
127,106,Supervised Data Stream Classification,77,0.702823,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
129,95,Supervised Data Stream Classification,115,0.649858,trees.RandomHoeffdingTree,trees
175,105,Supervised Data Stream Classification,135,0.656458,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
180,92,Supervised Data Stream Classification,141,0.678386,trees.ASHoeffdingTree,trees
182,86,Supervised Data Stream Classification,143,0.966965,meta.OzaBoost,meta
192,105,Supervised Data Stream Classification,154,0.375388,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
126,84,Supervised Data Stream Classification,76,0.908502,meta.OzaBag,meta
179,85,Supervised Data Stream Classification,140,0.889395,meta.OzaBagAdwin,meta
187,101,Supervised Data Stream Classification,148,0.46635,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
126,98,Supervised Data Stream Classification,76,0.543512,functions.SPegasos,functions
129,108,Supervised Data Stream Classification,115,0.886313,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
198,86,Supervised Data Stream Classification,160,0.392718,meta.OzaBoost,meta
159,101,Supervised Data Stream Classification,119,0.47356,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
196,88,Supervised Data Stream Classification,158,0.261174,rules.AMRules,rules
191,105,Supervised Data Stream Classification,153,0.892545,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
177,103,Supervised Data Stream Classification,138,0.802089,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
167,85,Supervised Data Stream Classification,127,0.893275,meta.OzaBagAdwin,meta
129,91,Supervised Data Stream Classification,115,0.488412,rules.RuleClassifier,rules
170,97,Supervised Data Stream Classification,130,0.142962,functions.MajorityClass,functions
184,90,Supervised Data Stream Classification,145,0.090279,rules.Perceptron,rules
178,93,Supervised Data Stream Classification,139,0.498881,trees.FIMTDD,trees
193,89,Supervised Data Stream Classification,155,0.501116,meta.RandomRules,meta
128,98,Supervised Data Stream Classification,78,0.195319,functions.SPegasos,functions
123,105,Supervised Data Stream Classification,73,0.928378,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
195,99,Supervised Data Stream Classification,157,0.675727,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
130,96,Supervised Data Stream Classification,116,0.247072,functions.NoChange,functions
199,105,Supervised Data Stream Classification,161,0.827132,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
191,85,Supervised Data Stream Classification,153,0.90071,meta.OzaBagAdwin,meta
129,94,Supervised Data Stream Classification,115,0.929207,trees.HoeffdingAdaptiveTree,trees
163,90,Supervised Data Stream Classification,123,0.098669,rules.Perceptron,rules
192,90,Supervised Data Stream Classification,154,0.100203,rules.Perceptron,rules
2056,82,Supervised Data Stream Classification,151,0.785289,meta.LeveragingBag -l lazy.kNN,meta
128,90,Supervised Data Stream Classification,78,0.100058,rules.Perceptron,rules
200,85,Supervised Data Stream Classification,162,0.884007,meta.OzaBagAdwin,meta
191,86,Supervised Data Stream Classification,153,0.893881,meta.OzaBoost,meta
161,94,Supervised Data Stream Classification,121,0.743038,trees.HoeffdingAdaptiveTree,trees
178,92,Supervised Data Stream Classification,139,0.93908,trees.ASHoeffdingTree,trees
165,101,Supervised Data Stream Classification,125,0.912744,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
181,90,Supervised Data Stream Classification,142,0.208952,rules.Perceptron,rules
195,98,Supervised Data Stream Classification,157,0.172551,functions.SPegasos,functions
177,101,Supervised Data Stream Classification,138,0.833134,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
172,95,Supervised Data Stream Classification,132,0.77558,trees.RandomHoeffdingTree,trees
131,98,Supervised Data Stream Classification,117,0.129803,functions.SPegasos,functions
158,92,Supervised Data Stream Classification,118,0.732238,trees.ASHoeffdingTree,trees
196,91,Supervised Data Stream Classification,158,0.573816,rules.RuleClassifier,rules
176,84,Supervised Data Stream Classification,136,0.875367,meta.OzaBag,meta
193,91,Supervised Data Stream Classification,155,0.625382,rules.RuleClassifier,rules
199,101,Supervised Data Stream Classification,161,0.828101,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
193,85,Supervised Data Stream Classification,155,0.740613,meta.OzaBagAdwin,meta
189,105,Supervised Data Stream Classification,150,0.42501,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
177,92,Supervised Data Stream Classification,138,0.872336,trees.ASHoeffdingTree,trees
198,89,Supervised Data Stream Classification,160,0.261174,meta.RandomRules,meta
166,101,Supervised Data Stream Classification,126,0.721453,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
166,105,Supervised Data Stream Classification,126,0.780371,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
177,87,Supervised Data Stream Classification,138,0.832395,meta.OzaBoostAdwin,meta
187,97,Supervised Data Stream Classification,148,0.396211,functions.MajorityClass,functions
181,97,Supervised Data Stream Classification,142,0.791047,functions.MajorityClass,functions
198,94,Supervised Data Stream Classification,160,0.620962,trees.HoeffdingAdaptiveTree,trees
1722,67,Learning Curve,23,0.50712831,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
1728,59,Learning Curve,29,0.857971014,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
1723,66,Learning Curve,24,1,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
1720,61,Learning Curve,21,0.884837963,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
70,61,Learning Curve,11,0.78432,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
66,60,Learning Curve,7,0.77699115,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
1722,59,Learning Curve,23,0.532926001,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
1736,66,Learning Curve,37,0.709635417,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
97,74,Learning Curve,39,0.855357143,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
130,87,Supervised Data Stream Classification,116,0.59968,meta.OzaBoostAdwin,meta
181,84,Supervised Data Stream Classification,142,0.92802,meta.OzaBag,meta
1757,72,Learning Curve,60,0.8542,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
128,86,Supervised Data Stream Classification,78,0.88902,meta.OzaBoost,meta
194,87,Supervised Data Stream Classification,156,0.873801,meta.OzaBoostAdwin,meta
162,91,Supervised Data Stream Classification,122,0.765041,rules.RuleClassifier,rules
158,91,Supervised Data Stream Classification,118,0.37916,rules.RuleClassifier,rules
187,94,Supervised Data Stream Classification,148,0.927395,trees.HoeffdingAdaptiveTree,trees
186,108,Supervised Data Stream Classification,147,0.785789,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
165,96,Supervised Data Stream Classification,125,0.811082,functions.NoChange,functions
123,93,Supervised Data Stream Classification,73,0.35448,trees.FIMTDD,trees
181,106,Supervised Data Stream Classification,142,0.208952,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
191,103,Supervised Data Stream Classification,153,0.569571,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
185,105,Supervised Data Stream Classification,146,0.805862,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
179,96,Supervised Data Stream Classification,140,0.507252,functions.NoChange,functions
185,84,Supervised Data Stream Classification,146,0.95266,meta.OzaBag,meta
170,85,Supervised Data Stream Classification,130,0.864928,meta.OzaBagAdwin,meta
199,92,Supervised Data Stream Classification,161,0.848822,trees.ASHoeffdingTree,trees
125,91,Supervised Data Stream Classification,75,0.462766,rules.RuleClassifier,rules
126,97,Supervised Data Stream Classification,76,0.543507,functions.MajorityClass,functions
192,87,Supervised Data Stream Classification,154,0.655604,meta.OzaBoostAdwin,meta
196,92,Supervised Data Stream Classification,158,0.792337,trees.ASHoeffdingTree,trees
175,96,Supervised Data Stream Classification,135,0.52156,functions.NoChange,functions
176,103,Supervised Data Stream Classification,136,0.755987,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
121,85,Supervised Data Stream Classification,71,0.871953,meta.OzaBagAdwin,meta
196,95,Supervised Data Stream Classification,158,0.692928,trees.RandomHoeffdingTree,trees
185,97,Supervised Data Stream Classification,146,0.641024,functions.MajorityClass,functions
180,86,Supervised Data Stream Classification,141,0.683503,meta.OzaBoost,meta
198,99,Supervised Data Stream Classification,160,0.222377,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
198,96,Supervised Data Stream Classification,160,0.227103,functions.NoChange,functions
125,103,Supervised Data Stream Classification,75,0.450947,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
171,91,Supervised Data Stream Classification,131,0.938932,rules.RuleClassifier,rules
171,92,Supervised Data Stream Classification,131,0.939817,trees.ASHoeffdingTree,trees
180,94,Supervised Data Stream Classification,141,0.681056,trees.HoeffdingAdaptiveTree,trees
87,56,Learning Curve,28,0.101423488,weka.classifiers.rules.ZeroR,rules
194,85,Supervised Data Stream Classification,156,0.876846,meta.OzaBagAdwin,meta
124,103,Supervised Data Stream Classification,74,0.090265,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
189,91,Supervised Data Stream Classification,150,0.610703,rules.RuleClassifier,rules
190,105,Supervised Data Stream Classification,152,0.665094,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
123,86,Supervised Data Stream Classification,73,0.95903,meta.OzaBoost,meta
200,106,Supervised Data Stream Classification,162,0.385668,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
174,96,Supervised Data Stream Classification,134,0.086745,functions.NoChange,functions
65,70,Learning Curve,5,0.706637168,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
1740,61,Learning Curve,42,0.837481698,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
187,84,Supervised Data Stream Classification,148,0.931038,meta.OzaBag,meta
126,91,Supervised Data Stream Classification,76,0.751439,rules.RuleClassifier,rules
193,88,Supervised Data Stream Classification,155,0.501116,rules.AMRules,rules
1712,66,Learning Curve,13,0.723776224,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
2097,70,Learning Curve,182,0.868429238,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
1736,67,Learning Curve,37,0.76171875,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
1730,64,Learning Curve,31,0.672,weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -S 1,trees
175,86,Supervised Data Stream Classification,135,0.648205,meta.OzaBoost,meta
186,97,Supervised Data Stream Classification,147,0.337777,functions.MajorityClass,functions
195,95,Supervised Data Stream Classification,157,0.672986,trees.RandomHoeffdingTree,trees
172,97,Supervised Data Stream Classification,132,0.533541,functions.MajorityClass,functions
2056,79,Supervised Data Stream Classification,151,0.575764,functions.SGD,functions
199,87,Supervised Data Stream Classification,161,0.838986,meta.OzaBoostAdwin,meta
89,72,Learning Curve,30,0.898136305,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
1703,75,Learning Curve,4,0.912280702,weka.classifiers.meta.AdaBoostM1 -- -P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
74,70,Learning Curve,15,0.966094421,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
96,56,Learning Curve,37,0.651041667,weka.classifiers.rules.ZeroR,rules
75,62,Learning Curve,16,0.19435,weka.classifiers.trees.DecisionStump,trees
1723,77,Learning Curve,24,0.982274742,weka.classifiers.meta.LogitBoost -- -P 100 -F 0 -R 1 -L -1.7976931348623157E308 -H 1.0 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
88,72,Learning Curve,29,0.855072464,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
1730,77,Learning Curve,31,0.724,weka.classifiers.meta.LogitBoost -- -P 100 -F 0 -R 1 -L -1.7976931348623157E308 -H 1.0 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
65,57,Learning Curve,5,0.592920354,weka.classifiers.rules.OneR -- -B 6,rules
1701,77,Learning Curve,2,0.987750557,weka.classifiers.meta.LogitBoost -- -P 100 -F 0 -R 1 -L -1.7976931348623157E308 -H 1.0 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
62,74,Learning Curve,2,0.877060134,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
