task_id,flow_id,task_type,dataset_id,predictive_accuracy
2189,94,Supervised Data Stream Classification,21,0.827546
2246,106,Supervised Data Stream Classification,182,0.238103
2246,85,Supervised Data Stream Classification,182,0.792535
2182,98,Supervised Data Stream Classification,14,0.136
2155,90,Supervised Data Stream Classification,259,0.898149
2224,81,Supervised Data Stream Classification,58,0.367677
2188,103,Supervised Data Stream Classification,20,0.1
2184,92,Supervised Data Stream Classification,16,0.922
2225,81,Supervised Data Stream Classification,59,0.780627
2246,90,Supervised Data Stream Classification,182,0.238103
2184,84,Supervised Data Stream Classification,16,0.898
2162,108,Supervised Data Stream Classification,266,0.873595
2159,78,Supervised Data Stream Classification,263,0.986178
2170,82,Supervised Data Stream Classification,2,0.876392
2160,99,Supervised Data Stream Classification,264,0.710723
2158,97,Supervised Data Stream Classification,262,0.578054
2249,85,Supervised Data Stream Classification,185,0.905224
2164,97,Supervised Data Stream Classification,268,0.257354
2246,82,Supervised Data Stream Classification,182,0.859876
2211,87,Supervised Data Stream Classification,44,0.604434
2198,95,Supervised Data Stream Classification,30,0.897497
2244,87,Supervised Data Stream Classification,179,0.810307
2180,82,Supervised Data Stream Classification,12,0.9055
2162,93,Supervised Data Stream Classification,266,0.541436
2182,97,Supervised Data Stream Classification,14,0.1
2181,80,Supervised Data Stream Classification,13,0.713287
2159,98,Supervised Data Stream Classification,263,0.460427
2156,95,Supervised Data Stream Classification,260,0.749992
2198,92,Supervised Data Stream Classification,30,0.926731
2162,96,Supervised Data Stream Classification,266,0.498065
2155,106,Supervised Data Stream Classification,259,0.898149
2244,96,Supervised Data Stream Classification,179,0.634413
2190,95,Supervised Data Stream Classification,22,0.4675
2201,86,Supervised Data Stream Classification,33,0.714815
2184,108,Supervised Data Stream Classification,16,0.1
2247,84,Supervised Data Stream Classification,183,0.224084
2173,103,Supervised Data Stream Classification,5,0.542035
2246,78,Supervised Data Stream Classification,182,0.791913
2182,93,Supervised Data Stream Classification,14,0.1
2155,108,Supervised Data Stream Classification,259,0.898149
2163,98,Supervised Data Stream Classification,267,0.608287
2247,91,Supervised Data Stream Classification,183,0.162078
2166,84,Supervised Data Stream Classification,270,0.711064
2164,95,Supervised Data Stream Classification,268,0.561733
2200,91,Supervised Data Stream Classification,32,0.304949
2192,108,Supervised Data Stream Classification,24,0.536928
2170,92,Supervised Data Stream Classification,2,0.762806
2194,80,Supervised Data Stream Classification,26,0.898225
2190,99,Supervised Data Stream Classification,22,0.1
2180,105,Supervised Data Stream Classification,12,0.1
2165,91,Supervised Data Stream Classification,269,0.83867
2163,91,Supervised Data Stream Classification,267,0.774658
2180,80,Supervised Data Stream Classification,12,0.1
2159,101,Supervised Data Stream Classification,263,0.8961
2159,90,Supervised Data Stream Classification,263,0.304589
2160,93,Supervised Data Stream Classification,264,0.467462
2154,78,Supervised Data Stream Classification,258,0.830828
2198,80,Supervised Data Stream Classification,30,0.926731
2247,81,Supervised Data Stream Classification,183,0.238209
2154,98,Supervised Data Stream Classification,258,0.543824
2165,82,Supervised Data Stream Classification,269,0.88693
2180,98,Supervised Data Stream Classification,12,0.1995
2246,95,Supervised Data Stream Classification,182,0.784292
2173,83,Supervised Data Stream Classification,5,0.539823
2245,106,Supervised Data Stream Classification,181,0.311995
2167,92,Supervised Data Stream Classification,271,0.872514
2162,99,Supervised Data Stream Classification,266,0.833151
2192,78,Supervised Data Stream Classification,24,0.984367
2204,92,Supervised Data Stream Classification,36,0.778355
2225,93,Supervised Data Stream Classification,59,0.358974
2247,108,Supervised Data Stream Classification,183,0.179794
2156,98,Supervised Data Stream Classification,260,0.568442
2251,106,Supervised Data Stream Classification,188,0.244565
2188,80,Supervised Data Stream Classification,20,0.9485
2204,96,Supervised Data Stream Classification,36,0.148052
2160,87,Supervised Data Stream Classification,264,0.762215
2169,87,Supervised Data Stream Classification,1,0.750557
2198,96,Supervised Data Stream Classification,30,0.873378
2162,106,Supervised Data Stream Classification,266,0.541436
2198,78,Supervised Data Stream Classification,30,0.926731
2249,95,Supervised Data Stream Classification,185,0.905224
2168,106,Supervised Data Stream Classification,272,0.396504
2164,87,Supervised Data Stream Classification,268,0.668942
2248,92,Supervised Data Stream Classification,184,0.469597
2182,90,Supervised Data Stream Classification,14,0.1
2194,92,Supervised Data Stream Classification,26,0.898225
2159,105,Supervised Data Stream Classification,263,0.982153
2192,105,Supervised Data Stream Classification,24,0.638232
2154,101,Supervised Data Stream Classification,258,0.854541
2248,82,Supervised Data Stream Classification,184,0.979291
2155,97,Supervised Data Stream Classification,259,0.898149
2246,86,Supervised Data Stream Classification,182,0.792224
2184,85,Supervised Data Stream Classification,16,0.9025
2159,95,Supervised Data Stream Classification,263,0.836119
2167,103,Supervised Data Stream Classification,271,0.521411
2180,91,Supervised Data Stream Classification,12,0.205
2192,96,Supervised Data Stream Classification,24,0.726243
2166,86,Supervised Data Stream Classification,270,0.686604
2189,98,Supervised Data Stream Classification,21,0.69213
2184,96,Supervised Data Stream Classification,16,0.9955
2184,83,Supervised Data Stream Classification,16,0.898
2163,101,Supervised Data Stream Classification,267,0.83146
2182,96,Supervised Data Stream Classification,14,0.9955
2190,86,Supervised Data Stream Classification,22,0.8395
2198,87,Supervised Data Stream Classification,30,0.948292
2154,103,Supervised Data Stream Classification,258,0.848219
2168,82,Supervised Data Stream Classification,272,0.922783
2180,92,Supervised Data Stream Classification,12,0.1
2184,103,Supervised Data Stream Classification,16,0.1
2198,106,Supervised Data Stream Classification,30,0.89768
2180,93,Supervised Data Stream Classification,12,0.1
2248,83,Supervised Data Stream Classification,184,0.994404
2170,103,Supervised Data Stream Classification,2,0.008909
2247,105,Supervised Data Stream Classification,183,0.10893
2159,93,Supervised Data Stream Classification,263,0.304589
2170,96,Supervised Data Stream Classification,2,0.605791
2249,108,Supervised Data Stream Classification,185,0.915672
2245,103,Supervised Data Stream Classification,181,0.293801
2245,78,Supervised Data Stream Classification,181,0.468329
2198,97,Supervised Data Stream Classification,30,0.89768
2194,83,Supervised Data Stream Classification,26,0.932716
2194,82,Supervised Data Stream Classification,26,0.925
2173,87,Supervised Data Stream Classification,5,0.566372
2160,83,Supervised Data Stream Classification,264,0.831805
2195,101,Supervised Data Stream Classification,27,0.630435
2188,106,Supervised Data Stream Classification,20,0.1
2159,85,Supervised Data Stream Classification,263,0.985765
2184,99,Supervised Data Stream Classification,16,0.1
2159,97,Supervised Data Stream Classification,263,0.304588
2169,95,Supervised Data Stream Classification,1,0.829621
2158,94,Supervised Data Stream Classification,262,0.736674
2184,81,Supervised Data Stream Classification,16,0.8555
2190,93,Supervised Data Stream Classification,22,0.1
2154,82,Supervised Data Stream Classification,258,0.859693
2247,90,Supervised Data Stream Classification,183,0.000239
2248,93,Supervised Data Stream Classification,184,0.099658
2168,87,Supervised Data Stream Classification,272,0.917447
2190,84,Supervised Data Stream Classification,22,0.7915
2170,105,Supervised Data Stream Classification,2,0.008909
2189,101,Supervised Data Stream Classification,21,0.734375
2247,82,Supervised Data Stream Classification,183,0.232224
2154,95,Supervised Data Stream Classification,258,0.859516
2159,80,Supervised Data Stream Classification,263,0.978276
2190,83,Supervised Data Stream Classification,22,0.834
2158,95,Supervised Data Stream Classification,262,0.650413
2170,79,Supervised Data Stream Classification,2,0.111359
2198,91,Supervised Data Stream Classification,30,0.89768
2170,106,Supervised Data Stream Classification,2,0.008909
2182,82,Supervised Data Stream Classification,14,0.812
2248,99,Supervised Data Stream Classification,184,0.099658
2164,85,Supervised Data Stream Classification,268,0.678289
2246,79,Supervised Data Stream Classification,182,0.238414
2190,78,Supervised Data Stream Classification,22,0.794
2249,105,Supervised Data Stream Classification,185,0.893284
2211,103,Supervised Data Stream Classification,44,0.176701
2154,108,Supervised Data Stream Classification,258,0.856885
2188,92,Supervised Data Stream Classification,20,0.9485
2165,93,Supervised Data Stream Classification,269,0.207817
2221,87,Supervised Data Stream Classification,54,0.390071
2160,80,Supervised Data Stream Classification,264,0.800186
2211,79,Supervised Data Stream Classification,44,0.999565
2160,78,Supervised Data Stream Classification,264,0.755282
2182,79,Supervised Data Stream Classification,14,0.11
2247,97,Supervised Data Stream Classification,183,0.162078
2173,95,Supervised Data Stream Classification,5,0.535398
2249,79,Supervised Data Stream Classification,185,0.814925
2194,95,Supervised Data Stream Classification,26,0.581481
2246,97,Supervised Data Stream Classification,182,0.235459
2167,94,Supervised Data Stream Classification,271,0.872806
2160,98,Supervised Data Stream Classification,264,0.778848
2225,86,Supervised Data Stream Classification,59,0.877493
2246,80,Supervised Data Stream Classification,182,0.791913
2218,103,Supervised Data Stream Classification,51,0.639456
2194,103,Supervised Data Stream Classification,26,0.617824
2247,83,Supervised Data Stream Classification,183,0.230788
2246,84,Supervised Data Stream Classification,182,0.792535
2159,99,Supervised Data Stream Classification,263,0.899341
2169,80,Supervised Data Stream Classification,1,0.759465
2169,86,Supervised Data Stream Classification,1,0.673719
2163,93,Supervised Data Stream Classification,267,0.555946
2221,98,Supervised Data Stream Classification,54,0.268322
2245,81,Supervised Data Stream Classification,181,0.561321
2246,81,Supervised Data Stream Classification,182,0.860031
2194,93,Supervised Data Stream Classification,26,0.333333
2244,85,Supervised Data Stream Classification,179,0.847058
2248,98,Supervised Data Stream Classification,184,0.099658
2247,95,Supervised Data Stream Classification,183,0.230548
2244,90,Supervised Data Stream Classification,179,0.239282
2156,103,Supervised Data Stream Classification,260,0.641018
2182,81,Supervised Data Stream Classification,14,0.689
2246,103,Supervised Data Stream Classification,182,0.530482
2184,86,Supervised Data Stream Classification,16,0.9105
2198,90,Supervised Data Stream Classification,30,0.89768
2160,101,Supervised Data Stream Classification,264,0.734052
2159,96,Supervised Data Stream Classification,263,0.200097
2225,92,Supervised Data Stream Classification,59,0.77208
2155,82,Supervised Data Stream Classification,259,0.901285
2183,99,Supervised Data Stream Classification,15,0.655222
2184,79,Supervised Data Stream Classification,16,0.1975
2209,106,Supervised Data Stream Classification,42,0.029283
2190,94,Supervised Data Stream Classification,22,0.8745
2190,90,Supervised Data Stream Classification,22,0.1
2165,83,Supervised Data Stream Classification,269,0.925949
2247,99,Supervised Data Stream Classification,183,0.128082
2225,97,Supervised Data Stream Classification,59,0.501425
2211,81,Supervised Data Stream Classification,44,0.952619
2169,99,Supervised Data Stream Classification,1,0.008909
2170,84,Supervised Data Stream Classification,2,0.765033
2195,94,Supervised Data Stream Classification,27,0.766304
2245,84,Supervised Data Stream Classification,181,0.473046
2211,98,Supervised Data Stream Classification,44,0.794175
2246,87,Supervised Data Stream Classification,182,0.791913
2194,87,Supervised Data Stream Classification,26,0.953704
2248,81,Supervised Data Stream Classification,184,0.940334
2194,81,Supervised Data Stream Classification,26,0.92446
2180,94,Supervised Data Stream Classification,12,0.103
2173,99,Supervised Data Stream Classification,5,0.542035
2160,82,Supervised Data Stream Classification,264,0.747349
2198,85,Supervised Data Stream Classification,30,0.941531
