task_id,flow_id,predictive_accuracy
41,64,0.853587
15,56,0.655222
11,74,0.896
18,70,0.709
50,70,0.840136
7,58,0.725664
1,75,0.836303
12,56,0.1
21,64,0.842593
39,77,0.725962
39,64,0.769231
36,67,0.915152
7,61,0.743363
37,65,0.75651
24,59,1
59,75,0.966667
6,75,0.0709
4,59,0.877193
39,66,0.855769
58,77,0.8322
52,72,0.825926
42,74,0.748366
47,59,0.456954
1,58,0.865256
22,59,0.686
24,56,0.517971
28,59,0.908363
40,59,0.668224
40,65,0.775701
15,74,0.965665
54,56,0.793548
27,64,0.788043
30,66,0.960168
15,76,0.958512
13,67,0.727273
20,66,0.9625
52,70,0.833333
26,72,0.922531
49,57,0.699374
49,72,0.763048
27,66,0.777174
24,66,1
29,57,0.855072
12,65,0.9435
50,60,0.802721
5,67,0.707965
31,65,0.733
16,70,0.9635
11,70,0.8848
26,67,0.903241
26,58,0.903318
26,64,0.936111
34,57,0.677778
20,58,0.9355
6,70,0.82255
12,76,0.9375
14,65,0.802
52,74,0.82963
43,76,0.941534
37,63,0.742188
41,62,0.279649
52,63,0.837037
41,76,0.855051
30,74,0.964553
35,76,0.934426
1,56,0.761693
74,58,0.960658083
93,58,0.682222222
68,74,0.698536585
65,60,0.656637168
77,72,0.56315
75,57,0.30805
71,75,0.1973
95,70,0.928614719
73,67,0.7712
87,75,0.197384342
98,76,0.765865385
88,76,0.854492754
75,60,0.81905
69,76,0.768918919
116,59,0.894871795
97,64,0.790178571
62,56,0.76169265
66,57,0.46460177
98,72,0.682692308
83,57,0.985228951
89,77,0.968262379
70,63,0.90608
65,56,0.542035398
69,58,0.837162162
116,56,0.641025641
96,60,0.739192708
96,58,0.758203125
75,59,0.81565
90,59,0.7228
94,76,0.924043716
94,57,0.502185792
63,72,0.913516896
81,59,0.69505
83,66,1
65,64,0.518584071
93,59,0.707777778
62,75,0.836302895
63,67,0.878473091
83,59,0.999975382
91,72,0.913828239
73,59,0.7302
88,66,0.814782609
86,70,0.829347826
64,62,0.785964912
71,57,0.3963
80,56,0.700231481
99,60,0.670093458
99,56,0.355140187
80,66,0.931365741
99,65,0.761214953
62,58,0.74844098
89,57,0.938443267
88,64,0.789275362
90,67,0.7434
70,76,0.8352
91,60,0.965047307
98,57,0.598557692
75,58,0.93525
72,77,0.701398601
98,59,0.741346154
85,61,0.959876543
64,72,0.649122807
80,67,0.85787037
99,66,0.698130841
81,57,0.265
64,64,0.845614035
94,59,0.881693989
65,59,0.70420354
85,66,0.983634259
88,59,0.851884058
82,64,0.470739986
75,56,0.1
116,64,0.883760684
96,76,0.759375
97,67,0.80625
71,58,0.9257
94,65,0.957103825
96,77,0.750651042
94,66,0.942896175
81,56,0.1
71,70,0.9746
87,59,0.908398577
82,67,0.501900883
90,60,0.7085
66,76,0.753097345
99,62,0.447663551
89,61,0.968298922
85,56,0.333333333
70,59,0.8096
93,75,0.703333333
72,65,0.686013986
96,63,0.756119792
75,67,0.9224
98,66,0.86875
68,60,0.817073171
85,76,0.973402778
64,66,0.857894737
88,56,0.555072464
69,62,0.756756757
63,59,0.991301627
68,67,0.662439024
82,76,0.536388323
80,60,0.92037037
91,77,0.922134279
83,75,0.962592319
66,66,0.784070796
87,60,0.904982206
90,76,0.7397
94,56,0.306010929
80,64,0.835821759
94,58,0.975136612
83,60,1
87,64,0.86252669
96,66,0.7046875
65,72,0.542920354
69,74,0.781756757
72,57,0.66993007
72,72,0.702797203
83,77,0.982225505
89,62,0.931299105
87,57,0.26702847
66,77,0.836725664
74,59,0.955364807
121,79,0.110562
120,79,0.110562
122,83,0.95668
120,78,0.881167
122,78,0.850984
124,78,0.46173
123,83,0.963433
124,79,0.038406
120,81,0.880207
120,80,0.943215
122,80,0.95074
123,81,0.942069
123,78,0.931166
124,80,0.50951
120,83,0.956694
121,80,0.869707
126,80,0.903868
126,79,0.543528
125,80,0.783377
122,81,0.859152
127,79,0.740043
126,78,0.876834
128,79,0.194939
127,83,0.778979
123,79,0.919266
125,81,0.656211
125,83,0.756707
125,79,0.016737
127,82,0.753731
127,80,0.779244
121,78,0.828723
121,81,0.801157
128,83,0.846701
120,82,0.880227
124,81,0.377949
127,81,0.753299
123,80,0.960658
126,83,0.912064
125,82,0.656893
130,79,0.22028
130,81,0.68916
131,81,0.690522
85,72,0.922283951
68,56,0.326829268
96,61,0.746614583
116,57,0.815669516
74,63,0.959513591
77,67,0.6853
62,67,0.925612472
75,76,0.8812
97,59,0.80297619
73,60,0.7583
91,61,0.952583697
126,81,0.864725
63,62,0.660513141
130,80,0.711786
129,78,0.955548
73,70,0.8393
124,83,0.442336
129,79,0.176713
131,79,0.218157
89,76,0.972720629
70,70,0.87536
87,70,0.982651246
131,83,0.511
68,72,0.451707317
98,77,0.779326923
129,80,0.95448
95,76,0.965930736
65,76,0.725442478
115,57,0.330808081
74,65,0.957939914
91,62,0.203875546
68,59,0.746829268
69,57,0.746621622
88,65,0.848550725
83,76,1
66,75,0.46460177
128,80,0.803501
91,59,0.962336245
130,83,0.505189
129,81,0.81214
131,78,0.76497
62,60,0.926057906
81,64,0.6253
115,66,0.991717172
85,67,0.902908951
71,76,0.93855
129,82,0.813535
122,79,0.895489
160,78,0.927366
170,78,0.806274
162,83,0.902587
159,79,0.262153
128,78,0.853035
171,78,0.935076
168,79,0.585094
170,80,0.86324
127,78,0.752778
168,78,0.844695
77,65,0.69285
87,66,0.986975089
70,65,0.80656
86,61,0.843478261
71,66,0.96115
98,61,0.714423077
79,67,0.93495
63,74,0.975876095
161,83,0.638555
159,78,0.486473
82,57,0.47562797
163,78,0.9063
71,56,0.1
70,62,0.5712
70,67,0.72
69,67,0.851351351
159,82,0.474302
95,77,0.958787879
65,58,0.626769912
77,57,0.47695
96,74,0.775
158,81,0.668376
167,80,0.886574
164,81,0.864104
79,76,0.84585
98,75,0.761538462
96,57,0.718359375
80,65,0.930034722
80,70,0.935706019
95,58,0.800865801
89,67,0.935866983
71,60,0.8885
93,66,0.631111111
77,58,0.69325
68,66,0.740487805
96,75,0.745182292
64,59,0.828070175
74,57,0.920600858
99,64,0.675233645
131,80,0.72054
166,78,0.78075
73,76,0.7977
70,58,0.90544
80,57,0.700231481
94,72,0.975409836
94,60,0.938797814
70,66,0.86736
171,79,0.938761
166,83,0.787366
163,79,0.191676
96,65,0.749479167
95,61,0.954805195
86,74,0.802173913
122,82,0.860888
170,81,0.81113
170,79,0.206149
128,82,0.670009
162,79,0.853321
91,57,0.390456696
95,67,0.914155844
82,56,0.427019688
175,83,0.665602
99,70,0.581308411
69,77,0.818918919
86,67,0.80951087
116,61,0.893447293
98,60,0.721153846
93,67,0.661111111
94,62,0.50273224
72,58,0.726223776
163,83,0.950668
121,83,0.878817
164,78,0.868703
174,83,0.913822
185,79,0.85934
170,83,0.871767
169,82,0.966838
165,81,0.907832
181,79,0.89579
181,80,0.922827
183,79,0.922575
172,83,0.897479
161,78,0.82981
178,80,0.93908
160,79,0.913354
177,81,0.845844
160,80,0.988977
179,78,0.875771
164,80,0.883326
179,79,0.862324
165,78,0.907392
186,83,0.843668
176,78,0.866348
184,78,0.434444
171,80,0.939817
185,81,0.858816
162,80,0.895025
167,78,0.807021
174,81,0.822169
187,83,0.889933
168,82,0.711235
162,78,0.857555
186,78,0.815955
183,81,0.922567
179,83,0.890958
180,78,0.534593
177,83,0.872697
158,83,0.748469
166,79,0.761223
165,79,0.898484
167,81,0.815432
180,83,0.700297
160,81,0.96409
175,78,0.66516
180,81,0.590569
183,83,0.926053
169,79,0.469364
166,80,0.783777
178,83,0.943623
165,83,0.918695
175,81,0.625557
169,78,0.986111
185,82,0.857245
182,83,0.969238
177,79,0.851669
163,81,0.890955
168,80,0.687886
163,80,0.905408
178,79,0.867086
174,78,0.901925
185,80,0.946066
187,78,0.933755
182,79,0.937859
129,83,0.970905
186,81,0.754377
161,80,0.786617
169,81,0.966553
168,83,0.711491
181,81,0.888423
184,81,0.503019
186,80,0.834978
171,83,0.940696
172,82,0.787133
161,81,0.728879
161,79,0.694571
158,78,0.7436
186,79,0.526646
159,80,0.506293
185,83,0.966382
165,82,0.907924
169,80,0.970691
174,82,0.822161
130,78,0.74856
161,82,0.730974
169,83,0.985157
178,81,0.923405
163,82,0.891899
179,80,0.887591
164,83,0.8839
162,81,0.856727
182,78,0.917755
193,78,0.595528
189,83,0.916947
179,81,0.86582
198,80,0.452721
167,83,0.917755
199,78,0.838731
125,78,0.68822
181,78,0.886957
160,83,0.989225
200,78,0.838723
191,80,0.890483
175,82,0.625612
181,83,0.931196
199,80,0.848822
195,80,0.763063
189,81,0.922249
197,80,0.322643
188,78,0.242381
158,80,0.732238
191,83,0.895595
190,83,0.875293
194,81,0.889888
191,78,0.91254
172,80,0.871091
200,82,0.864026
176,83,0.880292
196,79,0.166315
194,78,0.512079
158,79,0.187644
200,83,0.888835
176,80,0.873837
172,81,0.784841
183,78,0.923098
189,79,0.606956
166,81,0.731324
199,81,0.868662
177,80,0.872336
195,78,0.519644
197,83,0.553322
194,79,0.166315
182,81,0.941574
193,79,0.689239
188,79,0.680643
121,82,0.801341
195,81,0.883362
193,83,0.875978
190,78,0.709097
159,81,0.474356
172,78,0.796244
188,80,0.793415
172,79,0.794397
184,80,0.716164
174,80,0.894311
187,81,0.921486
196,81,0.893003
184,83,0.691725
188,81,0.78414
197,78,0.291363
196,80,0.792337
187,79,0.585555
192,78,0.539617
193,81,0.693493
189,78,0.605208
196,83,0.885844
191,79,0.795349
196,78,0.521015
178,78,0.887015
176,81,0.851993
174,79,0.049311
168,81,0.712249
165,80,0.916293
183,80,0.924425
198,81,0.893566
171,81,0.938686
180,79,0.256377
192,83,0.739032
158,82,0.668415
199,83,0.892971
175,80,0.663024
190,80,0.787622
198,79,0.166315
187,80,0.92871
192,79,0.119304
175,79,0.609013
185,78,0.794557
200,81,0.863604
197,81,0.840309
176,79,0.828979
164,79,0.847025
193,80,0.760685
189,80,0.803119
182,80,0.963997
199,79,0.855001
180,80,0.678386
198,83,0.838393
190,79,0.711002
197,79,0.166315
193,82,0.701352
177,78,0.865263
190,81,0.833298
182,82,0.941406
194,80,0.831893
200,80,0.84887
192,82,0.642228
195,79,0.166315
184,79,0.090979
195,83,0.849722
192,80,0.690237
183,82,0.922568
198,78,0.309946
128,81,0.669047
188,83,0.884842
186,82,0.755407
188,82,0.789039
192,81,0.641666
178,82,0.923247
199,82,0.86895
159,83,0.514124
200,79,0.849941
167,79,0.192038
194,83,0.912505
191,81,0.832851
79,74,0.93995
68,64,0.744878049
1711,61,0.8625
72,66,0.729370629
1717,72,0.57
1757,61,0.7686
1702,70,0.958072591
1740,59,0.9238653
1721,76,0.7395
74,56,0.655221745
1711,75,0.197
1719,74,0.934
1735,76,0.967099567
1703,61,0.842105263
1730,65,0.749
1728,61,0.853623188
1713,75,0.196
86,64,0.777445652
1714,57,0.927038627
98,63,0.688942308
1719,76,0.848
1713,56,0.1
72,67,0.727972028
75,61,0.78395
1717,61,0.713
1728,77,0.852173913
98,62,0.715865385
85,74,0.925123457
89,58,0.898995067
1721,60,0.699
1703,76,0.859649123
80,72,0.84525463
97,58,0.856547619
1717,75,0.1995
1757,75,0.6706
1757,56,0.3384
1757,67,0.8016
1715,76,0.8805
195,82,0.883419
170,82,0.810818
180,82,0.591166
123,82,0.941875
176,82,0.852674
190,82,0.834292
181,82,0.88776
160,82,0.964053
177,82,0.846254
189,82,0.922253
187,82,0.921622
171,82,0.938669
126,82,0.865426
164,82,0.863915
184,82,0.503332
197,82,0.840246
196,82,0.893048
166,82,0.732291
124,82,0.379056
179,82,0.866434
167,82,0.816088
162,82,0.856651
191,82,0.834061
130,82,0.689985
198,82,0.893697
194,82,0.889929
131,82,0.691455
2056,83,0.897952
171,96,0.885024
168,98,0.556943
167,97,0.103728
161,96,0.5522
122,108,0.924277
172,98,0.762323
160,91,0.88758
121,94,0.870091
124,108,0.448836
2056,96,0.853306
124,106,0.039455
189,101,0.571128
197,103,0.246024
127,92,0.779244
131,101,0.422473
199,85,0.885787
179,105,0.875158
1916,61,0.955325
1893,70,0.7
1775,56,0.4608
199,88,0.385658
239,70,0.58209
1795,57,0.6646
51,64,0.4
160,86,0.989272
127,97,0.702822
180,98,0.269802
160,94,0.988834
183,103,0.925915
131,86,0.663129
132,56,0.759513
179,91,0.780984
189,108,0.580909
195,84,0.805517
180,96,0.250987
161,92,0.786617
181,94,0.923432
188,97,0.449694
120,105,0.878811
191,98,0.922207
195,92,0.763063
127,105,0.74762
122,84,0.952423
126,86,0.910886
190,101,0.626596
123,106,0.35448
197,89,0.261174
162,92,0.895025
158,85,0.741505
160,87,0.987342
183,97,0.922578
187,108,0.918421
129,86,0.972055
186,84,0.839768
175,84,0.665534
195,91,0.558844
194,92,0.831893
159,99,0.482042
198,84,0.592889
191,96,0.500246
199,99,0.829534
178,106,0.498881
195,90,0.261174
165,103,0.906688
170,94,0.864831
163,92,0.905408
126,105,0.875425
185,93,0.358975
128,91,0.418377
182,106,0.613472
198,101,0.227663
130,101,0.422473
179,106,0.554324
189,89,0.364605
174,90,0.029618
194,88,0.261174
129,105,0.940477
167,96,0.099714
121,92,0.869707
182,87,0.961342
122,99,0.935441
127,99,0.751406
127,108,0.759949
160,84,0.98951
168,95,0.687194
183,90,0.922578
158,98,0.189472
2056,101,0.618887
124,92,0.50951
184,85,0.769387
165,84,0.916547
159,84,0.504485
200,87,0.834207
163,91,0.317202
178,98,0.852003
174,105,0.889886
187,106,0.396212
126,92,0.903868
182,85,0.965324
193,101,0.45225
2056,95,0.741989
200,91,0.805273
177,93,0.634862
182,97,0.613464
177,108,0.863235
181,98,0.89834
186,103,0.486209
177,94,0.87182
176,93,0.54081
164,105,0.865151
128,92,0.803501
125,92,0.783377
190,90,0.499993
184,92,0.716164
127,96,0.582176
158,108,0.723434
160,96,0.50119
126,94,0.903053
186,87,0.727549
172,86,0.911013
175,92,0.663024
130,108,0.706606
166,91,0.725365
190,108,0.662613
196,87,0.830051
194,101,0.699321
180,90,0.250676
165,98,0.902833
120,98,0.110562
166,108,0.771642
168,90,0.422977
191,101,0.744664
159,95,0.477015
192,91,0.392171
178,99,0.864521
197,92,0.322643
175,97,0.605945
169,108,0.97704
129,85,0.96227
200,103,0.675651
128,85,0.849592
196,98,0.17426
181,87,0.907669
184,93,0.090279
188,103,0.23747
189,85,0.847387
199,91,0.81476
196,93,0.261174
199,97,0.614341
200,96,0.532981
196,84,0.843295
178,97,0.500373
200,90,0.385668
188,106,0.444811
124,85,0.521811
183,108,0.925419
168,106,0.422977
122,93,0.521875
186,91,0.649718
162,87,0.86649
172,84,0.884613
175,90,0.605948
158,99,0.58834
194,97,0.300093
169,84,0.980947
164,108,0.852596
197,94,0.391628
179,95,0.842162
131,90,0.150387
197,88,0.261174
2056,78,0.733625
174,84,0.905172
128,106,0.100058
125,99,0.629797
186,95,0.725761
189,103,0.588081
168,103,0.688765
187,85,0.931137
174,99,0.775614
2056,89,0.424545
189,93,0.364605
187,93,0.396212
179,87,0.856087
180,108,0.617838
166,97,0.699586
179,101,0.832598
184,84,0.774911
129,93,0.100128
125,97,0.323283
175,91,0.653282
163,101,0.622422
191,88,0.500166
164,93,0.445102
161,90,0.662777
123,85,0.962075
195,96,0.227103
131,93,0.150387
131,103,0.548087
190,91,0.70246
167,93,0.104217
195,94,0.766116
123,95,0.921596
188,95,0.600765
161,95,0.763799
121,93,0.009398
124,95,0.357973
176,95,0.81867
160,92,0.988977
129,84,0.966702
168,91,0.686291
165,86,0.910762
178,85,0.942126
190,93,0.499993
127,91,0.72974
170,87,0.844959
2056,99,0.631025
163,108,0.896055
180,99,0.591405
182,94,0.964516
126,93,0.016553
161,91,0.669461
183,85,0.924755
161,103,0.634763
176,106,0.54081
183,87,0.897483
125,94,0.782582
127,93,0.702823
167,103,0.270509
167,108,0.852265
168,85,0.768516
131,91,0.435221
191,93,0.500166
160,93,0.518298
170,103,0.396732
196,97,0.300093
176,101,0.819816
183,86,0.924096
179,98,0.855642
120,108,0.92556
198,87,0.634967
182,93,0.613472
177,99,0.83509
176,86,0.875422
167,87,0.902448
172,94,0.869952
121,106,0.009398
161,106,0.662777
126,101,0.788517
199,95,0.832445
181,108,0.899143
167,98,0.194781
2056,91,0.73208
185,106,0.358975
128,108,0.792202
120,92,0.943215
129,96,0.099307
198,88,0.261174
195,88,0.261174
126,106,0.016553
179,90,0.554324
158,95,0.588287
161,93,0.662777
160,108,0.970606
159,87,0.448116
190,98,0.911574
178,84,0.942159
187,87,0.920162
196,103,0.381072
188,94,0.73539
177,95,0.822624
175,94,0.660617
121,86,0.868861
169,99,0.901746
178,108,0.884896
172,105,0.793742
178,105,0.881413
128,94,0.794964
159,98,0.346734
165,94,0.917286
191,91,0.72914
200,99,0.829528
189,95,0.645661
171,95,0.93898
162,105,0.856193
131,85,0.597317
174,94,0.892012
130,99,0.633898
194,84,0.876878
196,85,0.845982
127,106,0.702823
129,95,0.649858
175,105,0.656458
180,92,0.678386
182,86,0.966965
192,105,0.375388
126,84,0.908502
179,85,0.889395
187,101,0.46635
126,98,0.543512
129,108,0.886313
198,86,0.392718
159,101,0.47356
196,88,0.261174
191,105,0.892545
177,103,0.802089
167,85,0.893275
129,91,0.488412
170,97,0.142962
184,90,0.090279
178,93,0.498881
193,89,0.501116
128,98,0.195319
123,105,0.928378
195,99,0.675727
130,96,0.247072
199,105,0.827132
191,85,0.90071
129,94,0.929207
163,90,0.098669
192,90,0.100203
2056,82,0.785289
128,90,0.100058
200,85,0.884007
191,86,0.893881
161,94,0.743038
178,92,0.93908
165,101,0.912744
181,90,0.208952
195,98,0.172551
177,101,0.833134
172,95,0.77558
131,98,0.129803
158,92,0.732238
196,91,0.573816
176,84,0.875367
193,91,0.625382
199,101,0.828101
193,85,0.740613
189,105,0.42501
177,92,0.872336
198,89,0.261174
166,101,0.721453
166,105,0.780371
177,87,0.832395
187,97,0.396211
181,97,0.791047
198,94,0.620962
1722,67,0.50712831
1728,59,0.857971014
1723,66,1
1720,61,0.884837963
70,61,0.78432
66,60,0.77699115
1722,59,0.532926001
1736,66,0.709635417
97,74,0.855357143
130,87,0.59968
181,84,0.92802
1757,72,0.8542
128,86,0.88902
194,87,0.873801
162,91,0.765041
158,91,0.37916
187,94,0.927395
186,108,0.785789
165,96,0.811082
123,93,0.35448
181,106,0.208952
191,103,0.569571
185,105,0.805862
179,96,0.507252
185,84,0.95266
170,85,0.864928
199,92,0.848822
125,91,0.462766
126,97,0.543507
192,87,0.655604
196,92,0.792337
175,96,0.52156
176,103,0.755987
121,85,0.871953
196,95,0.692928
185,97,0.641024
180,86,0.683503
198,99,0.222377
198,96,0.227103
125,103,0.450947
171,91,0.938932
171,92,0.939817
180,94,0.681056
87,56,0.101423488
194,85,0.876846
124,103,0.090265
189,91,0.610703
190,105,0.665094
123,86,0.95903
200,106,0.385668
174,96,0.086745
65,70,0.706637168
1740,61,0.837481698
187,84,0.931038
126,91,0.751439
193,88,0.501116
1712,66,0.723776224
2097,70,0.868429238
1736,67,0.76171875
1730,64,0.672
175,86,0.648205
186,97,0.337777
195,95,0.672986
172,97,0.533541
2056,79,0.575764
199,87,0.838986
89,72,0.898136305
1703,75,0.912280702
74,70,0.966094421
96,56,0.651041667
75,62,0.19435
1723,77,0.982274742
88,72,0.855072464
1730,77,0.724
65,57,0.592920354
1701,77,0.987750557
62,74,0.877060134
86,65,0.847554348
63,76,0.990425532
116,65,0.928774929
72,76,0.693006993
66,59,0.736725664
97,77,0.834821429
1719,62,0.194
1703,56,0.649122807
1735,63,0.797835498
98,74,0.739903846
1703,58,0.947368421
66,72,0.437168142
1736,62,0.717447917
162,108,0.874158
170,96,0.142979
120,101,0.91825
159,91,0.434986
174,98,0.029386
176,94,0.874447
196,86,0.836596
165,106,0.898274
166,84,0.787825
190,103,0.543312
164,94,0.882616
198,92,0.452721
120,106,0.009398
131,95,0.616063
170,92,0.86324
183,94,0.924543
125,95,0.643975
161,99,0.745847
160,95,0.950819
165,90,0.898274
192,92,0.690237
188,105,0.173614
167,86,0.899217
122,91,0.831963
