task_id,flow_id,predictive_accuracy
198,91,0.35616
163,103,0.203978
162,86,0.903191
128,101,0.608497
190,106,0.499993
167,101,0.782105
124,84,0.522799
166,85,0.787588
183,105,0.917091
162,84,0.8983
2056,86,0.86743
172,92,0.871091
194,94,0.842427
176,90,0.54081
179,92,0.887591
160,98,0.878537
199,93,0.385658
193,98,0.74942
2056,106,0.424545
177,84,0.872702
123,96,0.542727
123,94,0.960553
125,108,0.684861
167,91,0.464881
180,105,0.511198
168,108,0.768679
191,97,0.499391
199,103,0.675663
185,98,0.88375
161,85,0.69807
193,106,0.501116
122,105,0.83164
198,85,0.593582
127,103,0.723822
158,90,0.099535
185,103,0.822655
191,92,0.890483
198,108,0.269478
120,103,0.828019
175,101,0.650147
165,108,0.916422
169,96,0.201546
169,92,0.970691
125,85,0.796274
174,91,0.462884
167,105,0.79673
187,96,0.233557
185,92,0.946066
190,96,0.499941
122,95,0.879019
130,94,0.609971
129,92,0.95448
171,97,0.938761
120,95,0.868696
130,92,0.711786
182,101,0.958626
175,108,0.654353
131,97,0.422709
121,101,0.795429
186,90,0.337805
131,94,0.616237
163,87,0.934566
131,84,0.672613
192,101,0.364278
184,97,0.091239
185,99,0.900359
193,86,0.881518
171,84,0.940367
129,97,0.100052
187,92,0.92871
131,106,0.150387
121,84,0.871953
164,87,0.84563
164,86,0.874731
200,94,0.88306
2056,94,0.833863
159,85,0.504196
185,108,0.904554
124,86,0.275698
188,89,0.444811
177,106,0.634862
158,101,0.575358
121,99,0.82866
162,101,0.839871
189,106,0.364605
195,93,0.261174
163,93,0.098669
175,93,0.605948
186,101,0.702944
194,91,0.503018
182,108,0.958748
170,95,0.783024
194,98,0.169972
77,70,0.70505
197,93,0.261174
193,95,0.633082
184,101,0.342778
2098,65,0.234378741
183,91,0.925663
130,86,0.657765
162,96,0.533568
192,106,0.100203
178,103,0.729512
130,106,0.150387
123,84,0.962073
126,99,0.844389
163,94,0.893682
116,77,0.908262108
197,84,0.373592
191,95,0.780788
122,103,0.673962
126,85,0.90867
2098,61,0.255685899
1710,63,0.904
170,84,0.864928
159,93,0.427789
1720,62,0.700231481
2094,67,0.824863847
86,66,0.792934783
2097,75,0.437947123
2102,70,0.642663043
88,62,0.855072464
1711,67,0.933
1701,70,0.867483296
174,86,0.909918
122,96,0.500524
172,87,0.809477
183,99,0.922578
198,105,0.25617
199,90,0.385658
128,93,0.100058
124,94,0.516134
120,96,0.59649
125,90,0.00243
199,106,0.385658
183,106,0.922578
177,98,0.850019
177,105,0.862894
187,90,0.396212
196,101,0.636811
124,101,0.371882
193,92,0.760685
124,91,0.251008
124,99,0.427575
130,98,0.129053
176,85,0.875416
180,87,0.683503
125,101,0.541765
176,97,0.5408
172,108,0.833457
130,84,0.665835
189,99,0.592249
167,95,0.779786
178,101,0.825874
196,105,0.493374
167,90,0.104217
168,101,0.681746
178,96,0.499378
167,92,0.886574
192,96,0.100347
129,98,0.180142
165,93,0.898274
158,87,0.767026
197,97,0.300093
172,85,0.884613
178,87,0.905996
181,92,0.922827
162,106,0.629653
189,98,0.758002
126,103,0.726468
183,84,0.924778
171,99,0.939015
122,90,0.521875
130,91,0.438535
189,92,0.803119
172,93,0.466444
191,99,0.743284
121,87,0.845983
165,97,0.898274
197,96,0.227103
175,95,0.6563
192,93,0.100203
122,92,0.95074
191,84,0.897421
193,108,0.454195
196,106,0.261174
195,105,0.484033
122,97,0.521867
125,96,0.226436
200,92,0.84887
2056,85,0.843463
190,92,0.787622
184,105,0.370365
192,95,0.375639
169,93,0.304611
163,85,0.906541
186,85,0.840467
177,91,0.801473
192,98,0.16892
167,99,0.802662
159,106,0.427789
176,87,0.842979
121,96,0.59649
159,92,0.506293
1722,57,0.470468432
1714,61,0.942775393
172,106,0.466444
1702,66,0.964330413
130,97,0.422709
180,97,0.257824
131,92,0.72054
63,61,0.988516896
121,91,0.768115
123,99,0.933398
83,56,0.517971443
161,86,0.72512
178,94,0.938088
128,99,0.59823
195,89,0.261174
188,88,0.444811
166,87,0.71443
166,95,0.751899
159,94,0.505516
164,103,0.851796
2056,97,0.575344
176,108,0.864223
188,98,0.703664
162,93,0.629653
164,85,0.884862
182,95,0.915283
164,90,0.445102
120,86,0.956358
188,96,0.827207
128,97,0.100149
163,86,0.944988
200,98,0.794898
182,90,0.613472
121,98,0.110562
120,91,0.839836
180,93,0.250676
164,101,0.856098
194,106,0.261174
182,92,0.963997
164,92,0.883326
163,106,0.098669
161,108,0.791906
166,93,0.699587
163,96,0.099303
181,99,0.862451
164,97,0.554895
188,87,0.930702
129,87,0.967452
182,103,0.949379
196,94,0.793803
160,97,0.518292
182,91,0.921394
124,105,0.408759
200,108,0.831267
197,85,0.519862
166,99,0.726519
128,84,0.849831
193,93,0.501116
170,99,0.835679
123,92,0.960658
178,86,0.949817
179,99,0.837582
165,85,0.916547
123,87,0.952529
188,86,0.893154
184,108,0.415342
168,92,0.687886
169,86,0.984635
184,87,0.777567
198,106,0.261174
130,90,0.150387
160,103,0.974929
161,84,0.770235
131,87,0.61785
175,99,0.653158
163,97,0.101448
126,96,0.464515
168,87,0.709879
171,106,0.938761
165,91,0.907931
125,87,0.80215
127,84,0.779789
190,87,0.747625
194,99,0.731134
129,103,0.237129
162,99,0.841381
180,95,0.600642
123,98,0.928045
172,96,0.502575
164,96,0.505557
198,90,0.261174
187,105,0.920693
130,85,0.586543
184,95,0.424819
2056,108,0.575057
127,101,0.736961
183,92,0.924425
163,105,0.895423
184,86,0.766917
125,84,0.795247
180,106,0.250676
197,105,0.243453
172,91,0.647534
181,93,0.208952
125,86,0.798485
178,91,0.813438
127,85,0.779911
120,93,0.009398
169,87,0.974611
187,98,0.568515
176,105,0.862704
191,106,0.500166
124,98,0.038406
166,106,0.699587
127,98,0.700754
189,84,0.841117
2056,88,0.424545
174,106,0.029618
174,92,0.894311
170,108,0.826218
122,98,0.919348
190,99,0.613939
168,96,0.511738
121,108,0.822432
194,105,0.510664
171,87,0.91985
189,86,0.899558
195,101,0.641524
191,87,0.815881
183,96,0.854482
189,97,0.487585
165,92,0.916293
128,95,0.552691
184,98,0.107296
182,99,0.950653
178,95,0.855686
121,95,0.815297
162,103,0.813164
176,92,0.873837
185,85,0.95266
176,96,0.499955
158,94,0.72564
185,96,0.540242
174,87,0.889955
159,96,0.350333
183,98,0.921503
194,103,0.402455
121,103,0.758388
185,87,0.945852
198,98,0.212399
181,95,0.892635
190,86,0.836562
125,98,0.016737
186,96,0.333994
168,97,0.57702
197,90,0.261174
174,95,0.729742
160,105,0.929687
170,86,0.857601
180,101,0.580515
169,97,0.304607
169,103,0.464401
194,96,0.227103
170,93,0.142988
184,91,0.242556
161,87,0.684333
197,87,0.394736
187,99,0.895971
181,85,0.92802
175,85,0.665615
193,105,0.192215
123,103,0.824985
120,85,0.946149
188,84,0.831059
2056,81,0.783788
169,106,0.304611
188,92,0.793415
191,94,0.886809
188,108,0.48761
170,98,0.246262
123,97,0.645518
163,84,0.930198
197,95,0.30545
127,90,0.702823
168,94,0.745589
126,87,0.884213
196,96,0.227103
192,86,0.695692
179,86,0.883915
159,97,0.427662
158,97,0.099854
190,97,0.499161
177,90,0.634862
123,90,0.35448
163,99,0.654585
161,97,0.662775
131,105,0.730457
125,106,0.00243
195,108,0.488959
158,106,0.099535
185,95,0.891157
172,99,0.724211
170,105,0.78891
186,92,0.834978
193,103,0.481404
169,94,0.966195
168,93,0.422977
196,108,0.488585
171,103,0.939015
162,85,0.8983
199,108,0.831273
166,103,0.716243
159,108,0.478389
169,105,0.983853
190,94,0.866892
169,85,0.985754
189,87,0.925069
121,97,0.759512
171,94,0.939696
130,95,0.609747
189,94,0.818942
163,98,0.193347
164,95,0.853908
129,106,0.100128
182,84,0.965324
174,97,0.133235
161,105,0.793052
127,86,0.742557
162,94,0.894307
164,99,0.858409
166,94,0.780748
197,106,0.261174
120,90,0.009398
165,95,0.910623
122,94,0.951389
179,108,0.876505
188,85,0.784014
199,84,0.855245
188,91,0.607939
180,91,0.456466
171,101,0.938761
194,89,0.261174
171,105,0.935633
170,101,0.821827
185,101,0.880752
184,96,0.091016
200,101,0.828096
187,86,0.929304
198,93,0.261174
163,95,0.67801
124,96,0.038168
195,97,0.300093
171,86,0.935216
171,108,0.939015
189,96,0.950612
196,90,0.261174
194,95,0.710141
195,106,0.261174
191,108,0.90201
185,86,0.972379
192,84,0.692532
187,103,0.583553
193,97,0.501104
121,105,0.81863
175,98,0.652924
199,98,0.797896
193,84,0.832802
160,90,0.518298
177,97,0.634855
160,106,0.518298
181,96,0.669381
166,96,0.580367
170,91,0.572755
193,96,0.745362
2056,90,0.424545
122,86,0.951526
129,99,0.671896
162,97,0.629646
131,99,0.655488
168,105,0.801104
182,105,0.918968
191,90,0.500166
185,90,0.358975
197,99,0.222539
199,94,0.888414
200,88,0.385668
180,103,0.39993
200,84,0.853525
120,84,0.946174
190,88,0.499993
164,91,0.82878
168,99,0.576885
183,101,0.922578
169,91,0.760596
162,90,0.629653
199,86,0.871177
185,94,0.945171
181,86,0.925905
193,87,0.914409
195,85,0.802338
188,90,0.444811
179,93,0.554324
176,98,0.818057
2056,105,0.685911
159,105,0.481988
177,96,0.533844
184,103,0.22974
184,94,0.753646
188,99,0.491464
187,91,0.55279
130,103,0.549492
181,91,0.839527
161,101,0.662777
195,103,0.396196
179,97,0.554322
194,108,0.483891
124,87,0.353734
126,108,0.881896
174,93,0.029618
186,86,0.835864
2056,92,0.791954
122,87,0.936789
129,101,0.612632
129,90,0.100128
180,84,0.686552
120,97,0.759512
193,94,0.668658
188,93,0.444811
197,101,0.22044
192,99,0.353565
200,93,0.385668
159,103,0.448098
194,86,0.875885
200,105,0.827126
174,103,0.318079
192,97,0.100175
174,85,0.902813
166,92,0.783777
158,86,0.76065
181,103,0.837721
158,84,0.748101
197,98,0.183445
2056,103,0.579846
179,84,0.889395
195,86,0.800475
166,98,0.729309
186,105,0.810606
171,93,0.938761
186,106,0.337805
200,97,0.614331
199,96,0.533791
188,101,0.229881
186,99,0.713841
196,89,0.261174
162,95,0.836969
2056,80,0.791954
123,108,0.937237
123,91,0.863788
158,93,0.099535
181,101,0.863679
167,84,0.894541
197,86,0.261435
159,86,0.427716
186,93,0.337805
126,95,0.849097
175,106,0.605948
161,98,0.600736
167,106,0.104217
169,95,0.835926
160,101,0.98159
125,105,0.666767
120,87,0.94818
192,108,0.368429
190,85,0.883787
181,105,0.88728
167,94,0.890369
165,87,0.888432
170,106,0.142988
198,103,0.250636
177,86,0.862243
127,87,0.711738
174,101,0.677276
122,106,0.521875
183,95,0.923871
200,95,0.831165
185,91,0.866961
126,90,0.016553
122,101,0.932776
189,88,0.364605
192,103,0.119853
162,98,0.837609
120,94,0.94504
182,98,0.954285
172,101,0.725074
197,91,0.304644
175,103,0.615401
169,90,0.304611
120,99,0.901428
124,97,0.040785
186,98,0.510603
166,86,0.782261
170,90,0.142988
177,85,0.872637
179,103,0.756172
178,90,0.498881
190,89,0.499993
184,99,0.420362
160,99,0.974902
125,93,0.00243
164,98,0.823589
176,91,0.759824
172,103,0.66909
131,96,0.247072
200,89,0.385668
183,93,0.922578
123,101,0.910598
193,90,0.501116
176,99,0.823479
158,96,0.099913
172,90,0.466444
158,103,0.239592
193,99,0.17591
160,85,0.98951
192,85,0.739247
2056,87,0.887624
164,84,0.884862
166,90,0.699587
128,103,0.275124
127,94,0.778748
128,96,0.099918
190,95,0.682099
171,90,0.938761
198,97,0.300093
179,94,0.887086
127,95,0.761769
195,87,0.799533
2056,93,0.424545
180,85,0.686552
192,94,0.735273
2056,84,0.824307
196,99,0.663398
165,99,0.913678
165,105,0.907125
169,101,0.894286
197,108,0.255562
171,98,0.931517
164,106,0.445102
159,90,0.427789
2056,98,0.842602
194,93,0.261174
199,89,0.385658
191,89,0.500166
128,87,0.808072
124,93,0.039455
189,90,0.364605
121,90,0.009398
184,106,0.090279
131,108,0.721572
200,86,0.87037
128,105,0.824829
2126,78,0.60743
2126,92,0.641898
171,85,0.940356
130,105,0.716288
2126,101,0.643465
174,108,0.8801
2126,79,0.490991
2126,90,0.352432
2126,91,0.495928
2126,95,0.506572
2126,97,0.468128
2126,103,0.61715
2126,105,0.622603
2126,83,0.696847
2126,85,0.661065
122,85,0.952423
2126,98,0.449884
2126,96,0.385396
2126,94,0.648338
2128,92,0.85833
2129,98,0.781946
2129,94,0.941539
2130,95,0.252398
2128,101,0.828012
2127,93,0.009458
2130,78,0.439014
2129,85,0.946272
2129,83,0.952521
2132,81,0.861078
2127,91,0.839126
2130,101,0.320611
2132,99,0.850675
2127,90,0.009458
2128,108,0.824401
2130,90,0.039177
2132,91,0.701439
2128,85,0.862513
2130,96,0.038612
2131,105,0.563086
2132,80,0.902688
2128,91,0.762755
2129,87,0.939454
2127,92,0.94453
2133,92,0.840402
2134,101,0.638991
2132,79,0.543497
2131,81,0.57571
2127,80,0.94453
2133,98,0.194556
2130,85,0.516171
2131,90,0.002441
2129,82,0.921536
2132,92,0.902688
2134,96,0.099854
2127,81,0.891984
2128,84,0.862271
2131,86,0.671703
2128,80,0.85833
2129,97,0.646998
2132,103,0.725811
2128,98,0.108752
2129,84,0.946404
2129,81,0.922156
2131,92,0.659263
2129,95,0.913736
2134,90,0.100027
2128,79,0.108506
2129,105,0.912633
2132,84,0.907755
2130,86,0.304805
2134,92,0.970732
2132,98,0.543495
2128,82,0.805739
1757,66,0.7322
2129,96,0.543751
2133,99,0.605204
2127,108,0.922271
2134,93,0.100027
2128,90,0.009458
2126,87,0.669146
2133,106,0.100142
2129,106,0.353
2128,103,0.783684
2128,81,0.805344
2133,80,0.840411
2130,81,0.353478
2131,79,0.016841
2133,108,0.782267
2133,79,0.147506
2131,99,0.509813
2134,98,0.1903
2129,78,0.905369
2131,103,0.359981
2129,91,0.871751
2126,86,0.655494
2127,99,0.915927
2127,84,0.948243
2127,97,0.759651
2132,83,0.91516
2134,87,0.974042
2131,94,0.664664
2131,106,0.002441
2132,95,0.83932
2134,95,0.677791
2134,97,0.099954
2130,99,0.341811
2131,84,0.675065
2131,96,0.225913
2127,106,0.009458
2130,106,0.039177
2131,78,0.605853
2129,80,0.942959
2128,83,0.888217
2132,106,0.016508
2132,97,0.543491
2133,90,0.100142
2127,87,0.953861
2132,87,0.885257
2133,84,0.854578
2128,105,0.808411
2128,99,0.839022
2128,106,0.009458
2131,91,0.440885
2129,86,0.951096
2134,99,0.653922
2130,83,0.359273
2131,95,0.5633
2133,93,0.100142
2133,85,0.840925
2128,78,0.80958
2134,106,0.100027
2131,98,0.016839
2131,85,0.676386
2127,98,0.108583
2133,83,0.812452
2130,98,0.039195
2132,101,0.822086
2128,94,0.861547
2131,101,0.440559
2134,105,0.961381
2126,84,0.650585
2132,93,0.016508
2132,94,0.903418
2129,101,0.893544
2133,95,0.523748
2131,97,0.32355
2129,79,0.914844
2131,93,0.002441
2130,84,0.547831
2134,86,0.978697
2131,82,0.576818
2128,97,0.759651
2133,103,0.270294
2130,79,0.04654
2133,105,0.802638
2133,101,0.61348
2133,81,0.691388
2126,106,0.352432
2126,108,0.664417
2130,97,0.040702
73,74,0.72955
1736,76,0.748697917
2130,87,0.270839
2131,108,0.582938
2128,95,0.80968
1715,74,0.8985
72,70,0.698951049
1717,60,0.713
1710,67,0.72
1740,66,0.913616398
1720,70,0.940972222
70,72,0.87616
1714,70,0.964234621
1740,65,0.920937042
1702,57,0.673028786
2134,85,0.973023
74,74,0.964663805
2133,78,0.832467
99,75,0.447663551
66,65,0.746460177
2127,82,0.892036
2127,96,0.596643
75,63,0.9353
1757,76,0.8184
65,65,0.659070796
1735,64,0.948484848
2131,83,0.639044
2126,93,0.352432
1731,66,0.993722707
2128,87,0.859982
2129,99,0.919876
1727,58,0.914234875
1711,66,0.963
2130,94,0.520131
2134,82,0.904838
2130,108,0.406789
2130,105,0.387018
2133,97,0.100416
2130,92,0.516033
2134,78,0.970484
2127,85,0.948364
2127,79,0.108418
2130,80,0.516033
2134,83,0.959532
2131,87,0.670059
2134,81,0.903083
2134,79,0.189898
2132,90,0.016508
2134,94,0.955227
2132,108,0.886129
2134,103,0.26816
2129,92,0.942959
2133,94,0.830665
2133,96,0.099956
2134,80,0.970732
2127,95,0.891342
2129,93,0.353
2126,81,0.626516
2132,85,0.907837
2130,103,0.111341
2130,91,0.144586
2130,82,0.355293
2128,86,0.868194
2127,83,0.958902
2126,80,0.641898
2133,86,0.857808
2130,93,0.039177
2128,96,0.596643
2132,78,0.861144
2134,108,0.942521
2132,82,0.861715
2153,98,0.692472
2153,80,0.883366
2150,80,0.69433
2132,105,0.867897
2127,94,0.946935
2132,96,0.463744
2150,78,0.689701
2149,103,0.524753
2153,84,0.888515
2152,105,0.789972
2127,101,0.926734
2127,103,0.828006
2133,82,0.694323
2152,85,0.77085
2149,80,0.6498
2151,85,0.529062
2131,80,0.659263
2152,80,0.766512
2149,86,0.633193
2150,108,0.727749
2153,96,0.533606
2150,85,0.711712
2149,82,0.692376
2150,95,0.514838
2149,106,0.149652
2127,86,0.959906
2150,92,0.69433
2153,105,0.847637
2150,106,0.099988
2151,103,0.419777
2150,81,0.67407
2129,108,0.931876
2152,92,0.766512
2151,82,0.471517
2150,93,0.099988
2126,82,0.628437
2150,86,0.716881
2151,79,0.346372
2152,106,0.662082
2153,83,0.89348
2149,101,0.422863
2126,99,0.602919
2153,108,0.868395
2153,101,0.830793
2152,108,0.763471
2152,98,0.616686
2153,78,0.851522
2153,103,0.812934
2151,92,0.527796
2151,87,0.540093
2152,97,0.662081
2149,91,0.431071
2153,90,0.630221
2151,93,0.426197
2152,78,0.813678
2151,83,0.544777
2151,97,0.426089
2152,96,0.552577
2128,93,0.009458
2150,97,0.099474
2149,85,0.591093
2152,79,0.693686
2150,101,0.496692
2150,94,0.69679
2153,87,0.852226
2150,99,0.492091
2153,97,0.630219
2153,106,0.630221
2153,92,0.883366
2152,90,0.662082
2149,92,0.6498
2149,99,0.61138
2151,105,0.507957
2151,81,0.471788
2149,90,0.149652
2153,85,0.888463
2152,93,0.662082
2149,108,0.693664
2149,98,0.111408
2151,95,0.467538
2150,87,0.726579
2149,95,0.602907
2153,91,0.769079
2149,78,0.743057
2150,83,0.678356
2149,94,0.582502
2149,93,0.149652
2152,101,0.662082
2151,80,0.527796
2150,79,0.180066
2149,81,0.691767
2150,98,0.15898
2151,101,0.508644
2153,95,0.808192
2133,87,0.847104
2151,78,0.511701
2152,81,0.71505
2151,99,0.49311
2127,78,0.846063
2153,81,0.851116
2152,94,0.746206
2151,108,0.505986
2150,84,0.717145
2151,94,0.526186
2149,105,0.717123
2129,103,0.826993
2149,97,0.423136
2152,82,0.716796
2153,86,0.890586
2149,87,0.583963
2153,99,0.831755
2153,82,0.851662
2151,98,0.319607
2149,79,0.115039
2152,95,0.744413
2150,90,0.099988
2151,84,0.529062
2129,90,0.353
2151,96,0.355089
2151,91,0.44401
2150,105,0.662527
2151,86,0.530129
2153,93,0.630221
2149,84,0.631763
2150,103,0.204962
2152,99,0.784852
2150,82,0.674339
2152,91,0.668481
2149,96,0.247266
2151,106,0.426197
2132,86,0.910445
2127,105,0.843211
2153,79,0.82285
2149,83,0.456595
2134,84,0.97873
2153,94,0.882463
2152,103,0.774418
2151,90,0.426197
2150,96,0.100085
2133,91,0.418011
2155,79,0.839455
2166,105,0.320733
2167,90,0.338402
2163,103,0.757981
2156,82,0.729465
2167,81,0.830041
2157,80,0.81511
2166,97,0.091107
2165,101,0.842088
2163,85,0.887975
2154,96,0.505569
2158,93,0.421938
2158,91,0.683144
2166,106,0.091003
2162,95,0.8294
2168,83,0.885919
2167,106,0.338402
2163,99,0.835862
2157,97,0.10414
2165,92,0.915204
2166,95,0.313543
2164,96,0.250864
2168,93,0.396504
2156,93,0.699774
2160,85,0.823037
2154,93,0.445992
2166,80,0.696342
2159,87,0.975538
2155,101,0.898149
2156,106,0.699774
2168,80,0.920899
2158,106,0.421938
2160,86,0.828145
2165,81,0.887305
2160,90,0.467462
2168,101,0.458001
2167,83,0.889772
2156,99,0.723769
2168,84,0.924861
2166,96,0.091383
2156,79,0.597689
2155,78,0.790005
2152,83,0.67543
2155,99,0.893888
2159,79,0.468498
2157,108,0.79231
2160,106,0.467462
2163,79,0.782583
2158,81,0.706807
2168,92,0.920899
2166,78,0.36995
2159,86,0.984561
2155,85,0.904188
2157,79,0.180562
2164,83,0.708116
2157,105,0.762389
2154,81,0.859896
2168,99,0.885556
2163,92,0.879964
2164,101,0.575
2162,94,0.880848
2166,81,0.356782
2166,108,0.320998
2157,96,0.099721
2156,105,0.764961
2162,79,0.738838
2157,98,0.175188
2166,79,0.090928
2155,105,0.517533
2162,82,0.848563
2168,98,0.567483
2166,92,0.696342
2166,103,0.17302
2168,97,0.396503
2155,92,0.90283
2164,99,0.555238
2164,98,0.254867
2158,98,0.511946
2163,81,0.844843
2167,97,0.338333
2164,94,0.65413
2162,91,0.759877
2158,90,0.421938
2157,90,0.104046
2164,103,0.413895
2165,90,0.207817
2165,99,0.87983
2167,87,0.81975
2154,91,0.809026
2165,80,0.915204
2164,105,0.461949
2162,87,0.849745
2167,95,0.762755
2166,99,0.348921
2159,94,0.973154
2159,84,0.984602
2166,98,0.101953
2164,80,0.660355
2167,101,0.746892
2166,90,0.091003
2155,103,0.89105
2162,86,0.882193
2165,87,0.883578
2154,80,0.877788
2156,90,0.699774
2164,108,0.56413
2163,94,0.880731
2154,99,0.865372
2156,84,0.782294
2154,85,0.883238
2162,84,0.882
2165,86,0.92274
2163,108,0.875014
2159,81,0.96352
2164,84,0.679646
2157,85,0.838206
2167,86,0.880206
2164,90,0.250735
2155,95,0.898972
2166,83,0.568016
2159,108,0.972812
2155,87,0.905607
2162,80,0.879734
2160,96,0.502071
2162,105,0.866731
2162,81,0.848094
2166,101,0.290235
2165,98,0.729986
2156,85,0.782544
2168,79,0.585602
2157,95,0.657935
2165,96,0.671005
2157,94,0.816653
2165,85,0.920158
2156,108,0.769405
2166,82,0.356905
2158,80,0.678892
2162,83,0.88888
2154,86,0.877009
2155,96,0.810723
2157,91,0.516222
2154,92,0.877788
2154,84,0.883238
2156,97,0.699771
2159,92,0.978276
2159,106,0.304589
2166,94,0.692889
2158,85,0.776568
2167,96,0.333765
2154,94,0.878978
2165,94,0.913959
2165,95,0.884415
2163,105,0.864041
2164,93,0.250735
2157,87,0.858646
2160,94,0.797949
2164,91,0.441562
2160,79,0.724903
2160,81,0.745263
2162,103,0.757223
2158,79,0.53477
2158,108,0.769498
2168,105,0.918638
2167,79,0.56881
2156,92,0.776996
2164,82,0.567496
2166,91,0.171184
2168,85,0.924968
2165,78,0.876983
2164,86,0.674868
2154,97,0.554006
2166,85,0.710735
2168,96,0.233873
2164,79,0.254707
2162,92,0.879734
2156,91,0.717526
2155,81,0.901218
2154,106,0.445992
2158,101,0.698365
2167,108,0.872725
2156,81,0.728744
2158,105,0.781063
2159,91,0.742728
2162,78,0.868016
2155,93,0.898149
2167,80,0.872514
2154,90,0.445992
2163,80,0.879964
2168,94,0.916371
2154,87,0.858516
2160,108,0.787467
2166,87,0.697271
2168,90,0.396504
2163,82,0.845303
2163,78,0.866734
2163,95,0.843946
2165,97,0.792182
2155,86,0.906349
2164,92,0.660355
2160,84,0.823779
2165,79,0.836625
2158,92,0.678892
2165,106,0.207817
2156,94,0.775386
2165,84,0.920201
2163,87,0.85263
2159,83,0.98533
2165,103,0.839735
2157,84,0.835515
2166,93,0.091003
2163,86,0.883463
2167,84,0.886936
2156,83,0.783779
2163,96,0.506399
2155,84,0.904188
2168,86,0.924854
2167,99,0.742822
2164,78,0.483427
2160,95,0.755389
2158,96,0.511949
2156,101,0.72482
2164,81,0.566263
2156,96,0.579756
2168,95,0.881986
2159,82,0.963828
2164,106,0.250735
2168,78,0.928336
2156,87,0.705427
2175,94,0.292035
2170,101,0.008909
2226,91,0.3336
2248,94,0.927003
2222,96,0.651613
2200,86,0.892831
2249,84,0.905224
2197,106,0.444928
2199,82,0.715
2190,101,0.1
2176,87,0.626087
2174,94,0.6305
2171,93,0.522215
2221,93,0.250591
2224,91,0.075758
2210,106,0.735294
2227,81,0.82
2230,93,0.28125
2215,93,0.324503
2177,103,0
2192,81,0.990153
2179,91,0.4576
2233,81,0.5
2194,101,0.590818
2194,108,0.587963
2199,97,0.7
2252,82,0.972946
2218,81,0.840136
2230,101,0.28125
2214,82,0.484848
2206,95,0.607143
2240,92,0.972136
2245,97,0.306604
2252,96,0.549637
2247,86,0.000239
2226,79,0.4036
2225,96,0.279202
2220,98,0.492593
2191,103,0.429735
2191,90,0.42702
2240,82,0.978328
2184,105,0.1
2179,108,0.4608
2204,108,0.574459
2205,86,0.723958
2190,82,0.8195
2195,90,0.630435
2210,105,0.735294
2178,90,0.013514
2240,96,0.956656
2176,103,0.42029
2221,80,0.413712
2182,85,0.815
2186,99,0.1
2174,80,0.63455
2201,91,0.575926
2163,106,0.555946
2226,101,0.666
2225,91,0.501425
2201,87,0.685185
2176,101,0.42029
2213,103,0.240439
2197,90,0.444928
2251,94,0.513587
2247,79,0.000239
2199,93,0.7
2184,93,0.1
2213,84,0.661129
2241,79,0.99531
2186,101,0.1
2245,98,0.429245
2195,78,0.766304
2229,82,0.748108
2232,108,0.5
2173,97,0.539823
2252,84,0.976172
2237,79,0.418033
2225,98,0.569801
2245,99,0.371968
2240,103,0.978328
2224,93,0.090909
2212,87,0.785714
2198,103,0.913576
2183,103,0.655222
2195,98,0.51087
2167,105,0.841994
2204,84,0.780087
2223,103,0.613793
2249,93,0.906716
2190,91,0.2
2193,86,0.703804
2193,95,0.660326
2217,85,0.862213
2183,105,0.655222
2221,94,0.429078
2190,85,0.8475
2243,91,0.65
2196,99,0.676512
2235,91,0.426036
2225,83,0.854701
2196,86,0.894128
2189,85,0.811343
2239,92,0.933333
2193,85,0.673913
2193,108,0.663043
2184,94,0.9245
2186,81,0.7025
2188,95,0.8185
2193,99,0.663043
2198,79,0.839028
2233,101,0.451613
2218,106,0.639456
2240,97,0.978328
2228,87,0.851485
2172,97,0.631579
2227,94,0.94
2184,97,0.1
2198,83,0.951032
2249,98,0.83209
2248,103,0.099658
2227,99,0.333333
2201,98,0.811111
2175,92,0.424779
2240,83,0.975232
2210,81,0.732026
2234,80,0.511574
2229,97,0.652873
2170,97,0.760579
2212,82,0.642857
2225,87,0.877493
2242,82,0.684492
2180,84,0.111
2215,85,0.443709
2243,108,0.675
2199,103,0.7
2250,90,0.771845
2248,101,0.099658
2232,95,0.5
2219,99,0.5
2221,105,0.250591
2240,93,0.978328
2202,81,0.688889
2171,90,0.522215
2226,108,0.747
2204,93,0.142857
2162,90,0.541436
2156,78,0.766185
2201,82,0.646296
2197,81,0.824638
2229,90,0.347102
2170,86,0.691537
2186,82,0.7995
2243,85,0.675
2194,91,0.81412
2157,82,0.788086
2169,105,0.008909
2218,86,0.962585
2241,85,0.994371
2244,79,0.635641
2170,94,0.261693
2181,78,0.72028
2192,99,0.536928
2184,82,0.8825
2178,103,0.013514
2190,87,0.9205
2251,105,0.244565
2186,90,0.1
2195,85,0.779891
2193,83,0.668478
2211,91,0.785264
2197,91,0.552174
2180,86,0.1985
2192,82,0.990276
2235,80,0.39645
2163,97,0.555934
2227,84,0.933333
2251,87,0.36413
2170,98,0.109131
2211,83,0.994132
2232,101,0.5
2250,106,0.771845
2189,87,0.917245
2242,94,0.695187
2215,92,0.470199
2235,81,0.585799
2247,106,0.000239
2170,83,0.821826
2209,93,0.029283
2214,96,0.371212
2246,83,0.791602
2218,80,0.884354
2206,82,0.785714
2157,83,0.881047
2171,99,0.738736
2229,99,0.715973
2236,108,0.5
2224,86,0.623232
2180,101,0.1
2181,83,0.678322
2215,81,0.496689
2178,96,0.5
