task_id,flow_id,predictive_accuracy
176,87,0.842979
2179,78,0.8112
2209,96,0
131,105,0.730457
6,108,0
2177,81,0
160,78,0
2152,108,0.763471
2213,81,0.798433
158,92,0
98,61,0.714423077
2200,105,0.786299
2129,97,0
2179,98,0.3152
2163,91,0
2222,92,0.8
131,99,0
166,94,0
2206,82,0
2155,108,0.898149
2247,66,0
2190,98,0.1995
2165,99,0.87983
121,87,0
193,94,0.668658
128,80,0.803501
2151,93,0.426197
1722,57,0.470468432
2222,106,0.206452
2171,84,0
163,87,0.934566
2152,86,0
129,83,0
2188,96,0.9955
55,81,0
87,70,0.982651246
2154,101,0.854541
2,93,0
1731,87,0
2155,76,0
2248,93,0.099658
13,64,0
38,57,0
2244,93,0
2247,80,0
2233,108,0.451613
131,84,0
2240,95,0.978328
2226,103,0.4872
126,86,0.910886
177,103,0.802089
198,99,0.222377
63,81,0
163,101,0
27,65,0.847826
164,108,0
2178,97,0.540541
2244,81,0.819213
200,91,0
2179,90,0.4608
2155,96,0.810723
2250,103,0.771845
128,79,0.194939
196,93,0.261174
2131,106,0.002441
2162,93,0.541436
86,66,0.792934783
2244,82,0
2133,79,0
32,84,0
2126,99,0
183,91,0.925663
167,81,0
164,96,0.505557
2202,76,0
171,94,0
2177,105,0
198,105,0
160,96,0.50119
2158,92,0.678892
2166,85,0.710735
192,87,0
2268,86,0.555306
183,106,0.922578
42,85,0
2228,98,0.366337
74,59,0.955364807
2232,84,0.388889
2223,81,0
7,105,0
2201,56,0
125,82,0
2130,97,0.040702
194,88,0.261174
2249,67,0
180,101,0.580515
1,81,0
161,95,0
171,96,0
188,59,0
2179,99,0.4608
2216,90,0
16,57,0.3005
57,83,0
120,83,0
6,76,0
2157,97,0.10414
2214,99,0.386364
34,58,0.7
169,105,0.983853
2149,97,0
183,101,0.922578
2176,81,0
2200,99,0.809589
1705,56,0.04065
27,81,0
2223,92,0
2199,97,0
162,96,0.533568
2227,86,0
57,59,0.888889
2189,78,0
2268,84,0.583887
2171,86,0
181,83,0.931196
168,89,0
2132,80,0.902688
116,66,0
177,98,0.850019
2234,97,0.5
188,98,0
199,97,0.614341
193,84,0.832802
2056,90,0
177,94,0
2177,76,0
2209,85,0.884334
2131,98,0.016839
2194,99,0.581559
43,77,0.919583
2193,91,0
164,87,0.84563
2198,82,0.941166
189,103,0.588081
1702,81,0
176,56,0
16,105,0
178,80,0.93908
2233,83,0
196,62,0
2207,95,0
178,96,0.499378
99,83,0
96,61,0.746614583
2240,99,0.978328
171,101,0
2162,103,0
2191,76,0
2197,90,0.444928
2225,101,0
167,93,0.104217
159,93,0.427789
165,99,0.913678
2191,93,0.42702
2250,79,0
2186,93,0
2206,103,0
13,99,0
2198,108,0.913028
2181,95,0.685315
2214,93,0
2245,95,0.328167
2188,79,0.1965
2216,85,0.811881
185,81,0.858816
2159,83,0
197,105,0
41,62,0.279649
31,75,0.709
2234,57,0
129,90,0.100128
124,91,0
2236,85,0.384259
2269,81,0.987041
159,108,0.478389
2182,83,0.863
2210,96,0.787582
2203,98,0
2170,97,0
2181,80,0.713287
195,93,0
2184,82,0.8825
73,70,0.8393
2247,92,0.21786
197,91,0
2158,79,0.53477
2153,94,0
2133,92,0.840402
199,94,0.888414
161,82,0.730974
2210,61,0
1719,76,0
2177,92,0.473171
2214,99,0
124,82,0.379056
28,98,0
55,93,0
2200,96,0.102893
2153,78,0
2218,84,0
198,103,0.250636
1714,70,0.964234621
199,105,0.827132
171,106,0.938761
2201,78,0
2214,60,0
2192,78,0
1736,105,0
193,98,0.74942
160,87,0.987342
64,62,0.785964912
2154,108,0
2164,81,0.566263
40,61,0.654206
2182,98,0
2199,62,0
2154,103,0
2166,61,0
2198,91,0.89768
126,91,0.751439
177,106,0.634862
196,88,0.261174
12,108,0
69,60,0.764189189
2170,105,0
2190,95,0
20,85,0
68,56,0.326829268
18,82,0
2173,93,0.542035
166,106,0.699587
2204,60,0
171,98,0.931517
2222,79,0
2133,106,0
187,90,0.396212
11,67,0.7264
2227,79,0.42
2156,66,0
172,106,0
51,106,0
168,80,0.687886
129,59,0
2163,81,0.844843
1717,72,0.57
9,74,0.702439
2200,90,0.103985
2130,103,0.111341
2180,56,0
2241,86,0.991557
2221,61,0
172,83,0
120,79,0
2204,96,0
166,82,0
6,60,0.87795
2248,85,0.991374
2126,81,0.626516
185,91,0
162,81,0.856727
2170,103,0
182,108,0.958748
2152,97,0
30,74,0.964553
66,85,0
193,87,0
174,82,0.822161
185,92,0.946066
195,94,0.766116
2172,108,0
174,86,0.909918
2212,79,0
18,105,0
2207,105,0.466346
176,78,0.866348
63,62,0.660513141
180,96,0
2194,79,0.015355
99,60,0.670093458
187,93,0.396212
170,95,0.783024
172,108,0.833457
3,58,0.874218
2180,80,0.1
2219,92,0.7
2152,94,0.746206
94,65,0.957103825
2268,67,0
2243,98,0
2183,82,0.957082
12,84,0
31,56,0.7
2210,105,0.735294
192,95,0.375639
129,78,0.955548
71,103,0
24,105,0
188,90,0.444811
184,82,0.503332
2192,81,0
2210,60,0
74,92,0
2191,96,0
126,79,0.543528
2206,99,0.425595
2251,106,0.244565
2229,93,0.347102
2189,96,0.599537
2240,99,0
183,99,0.922578
2157,93,0
66,76,0.753097345
2220,86,0.8
2234,101,0
163,93,0
2131,82,0
127,98,0
2191,80,0
2165,105,0
123,91,0.863788
2213,105,0.421003
2229,78,0.716507
2269,105,0
2205,90,0
2268,92,0
2203,91,0.259563
2164,108,0.56413
2222,78,0.806452
166,103,0
2193,96,0.51087
178,90,0.498881
2213,64,0
2233,96,0.41129
2204,80,0
96,78,0
51,84,0
83,75,0.962592319
127,101,0.736961
2220,92,0.825926
194,94,0.842427
163,86,0.944988
125,94,0
191,82,0.834061
2242,96,0
2250,92,0
2248,91,0.5463
2234,91,0
2131,106,0
168,108,0.768679
2186,108,0.1
1711,75,0.197
178,83,0.943623
179,80,0.887591
2154,97,0.554006
2174,95,0.253
2,70,0.86971
2150,81,0.67407
65,70,0.706637168
2157,85,0
2167,94,0.872806
166,91,0.725365
2184,94,0
162,98,0
2056,103,0.579846
188,108,0.48761
2188,63,0
2210,76,0
2130,80,0.516033
2175,86,0
2205,78,0.729167
191,99,0
2132,78,0.861144
82,64,0.470739986
71,65,0.94745
161,78,0.82981
2215,87,0
2126,95,0.506572
2177,94,0.453659
2220,85,0.796296
2202,85,0.655556
131,101,0.422473
2131,94,0.664664
1728,92,0
2222,76,0
15,82,0
2236,103,0
2149,95,0.602907
20,65,0.9115
175,76,0
2240,77,0
2195,91,0.616848
2217,95,0.652401
2190,94,0.8745
83,99,0
2189,81,0.783565
2242,84,0.705882
2190,85,0
185,85,0
130,95,0.609747
2190,79,0.199
2243,91,0.65
2242,78,0.71123
184,84,0.774911
23,62,0.42702
2204,105,0
2132,103,0.725811
2196,106,0.098577
2173,60,0
186,91,0.649718
166,95,0
2222,99,0.206452
21,57,0.700231
2153,78,0.851522
175,79,0.609013
2133,83,0
2192,103,0
2213,78,0
2220,80,0.825926
2239,83,0.933333
2228,105,0
89,94,0
2180,93,0
2215,83,0
54,62,0.787097
2233,103,0.451613
2197,79,0
2194,95,0.581481
2155,96,0
2230,66,0
2269,98,0.96519
165,98,0.902833
2169,79,0.111359
2215,78,0.476821
161,86,0.72512
1757,88,0
43,72,0.745925
177,91,0
180,91,0.456466
27,72,0.850543
55,96,0
97,78,0
166,97,0.699586
2166,94,0.692889
2239,79,0
2211,96,0.999565
121,87,0.845983
175,108,0.654353
2240,81,0.978328
2171,108,0
2134,108,0
16,81,0
2229,101,0
2227,58,0
2128,83,0.888217
184,91,0
178,97,0.500373
2133,98,0
182,77,0
178,94,0.938088
177,88,0
2164,82,0
2163,99,0.835862
30,97,0
2133,108,0
177,81,0.845844
167,83,0.917755
198,56,0
82,77,0.557773252
2218,91,0.639456
2232,78,0.5
2150,98,0.15898
2203,91,0
2243,97,0.65
2195,98,0
2197,94,0
52,65,0.803704
66,87,0
128,85,0
99,72,0.355140187
188,98,0.703664
2194,95,0
29,59,0.865217
2176,85,0
27,61,0.839674
2196,90,0
2097,77,0.854587869
2156,78,0
86,97,0
170,91,0.572755
2229,103,0
2243,98,0.5875
2173,92,0.54646
2174,56,0
2200,87,0.898563
124,60,0
2182,57,0
167,108,0.852265
171,95,0.93898
96,103,0
2197,79,0.756522
130,81,0
21,58,0.853588
179,83,0.890958
11,83,0
2167,86,0
2246,91,0
58,77,0.8322
2175,81,0
125,105,0
164,108,0.852596
165,101,0.912744
129,96,0.099307
2157,81,0.787465
2242,106,0.550802
2249,94,0
196,86,0.836596
2129,95,0
2200,94,0
2164,96,0.250864
2243,82,0.7
2168,105,0.918638
96,57,0.718359375
2098,86,0
2219,81,0
2251,81,0
2154,99,0.865372
31,63,0
125,84,0.795247
2244,64,0
48,61,0.768977
2132,82,0
169,58,0
52,94,0
2203,108,0
18,70,0.709
131,79,0.218157
2252,78,0.95486
123,90,0.35448
187,91,0
2240,81,0
2269,78,0.702663
2163,95,0.843946
196,57,0
2210,78,0.72549
2230,80,0
29,85,0
196,80,0.792337
2126,105,0.622603
2165,81,0.887305
2201,93,0
186,97,0
75,82,0
2183,96,0.632332
2152,91,0.668481
2196,108,0
2126,84,0.650585
2229,106,0
182,90,0
2165,84,0.920201
2134,108,0.942521
2209,97,0
21,65,0
128,96,0.099918
2245,99,0.371968
79,101,0
196,89,0.261174
2207,85,0.711538
2127,87,0.953861
2243,87,0
2174,81,0.6213
2169,72,0
2268,79,0
2129,95,0.913736
29,58,0.778261
2167,61,0
2128,92,0
26,72,0.922531
2245,61,0
2182,78,0
159,106,0
195,94,0
2239,85,0.933333
2223,80,0.903448
1740,83,0
2217,101,0.346555
174,92,0
88,108,0
180,108,0.617838
2216,93,0
127,103,0
2160,108,0
86,58,0
2182,64,0
186,84,0.839768
2210,97,0.735294
2209,106,0.029283
162,81,0
200,80,0
2206,91,0.425595
2183,86,0.957082
2204,79,0
2213,94,0.947649
2188,82,0
2156,103,0
2203,101,0.306011
199,78,0.838731
2211,103,0
128,81,0.669047
2225,87,0.877493
2235,79,0
2164,103,0.413895
2174,108,0.629
2199,57,0
2213,81,0
159,98,0.346734
2180,108,0.1
2217,93,0
128,84,0
2201,108,0.422222
55,84,0
164,82,0.863915
1721,76,0.7395
165,86,0.910762
175,94,0.660617
168,101,0.681746
2176,101,0.42029
131,82,0.691455
2232,105,0
2153,82,0
2171,105,0.580413
195,91,0.558844
178,78,0.887015
2213,82,0
123,98,0.928045
2196,95,0.660854
2247,82,0
2236,86,0.439815
2200,79,0.192322
2126,91,0.495928
2169,97,0
2268,95,0.630042
1713,56,0.1
49,96,0
188,91,0
178,108,0
2126,83,0.696847
195,59,0
2217,66,0
49,77,0.723382
124,96,0
2191,83,0.758995
2243,74,0
2177,93,0
89,72,0.898136305
2250,90,0
2132,78,0
2252,94,0.971041
2180,98,0.1995
177,101,0
2179,90,0
2199,90,0.7
2235,103,0.497041
34,59,0.711111
80,84,0
182,97,0
2190,103,0.1
2167,86,0.880206
2207,101,0.466346
2175,83,0.60177
2252,86,0.978662
2181,82,0.723776
73,94,0
16,59,0.808
2166,86,0
2194,80,0.898225
9,82,0
194,99,0
2128,108,0.824401
184,101,0
2241,74,0
1795,57,0.6646
97,64,0.790178571
29,61,0.846377
1721,61,0.6925
2151,85,0.529062
62,95,0
77,70,0.70505
2211,93,0
2227,82,0.82
188,85,0
2162,84,0.882
2230,91,0.6875
54,72,0.793548
2183,65,0
2166,87,0.697271
177,90,0.634862
2191,85,0.714189
174,108,0.8801
2149,96,0.247266
2150,90,0
177,98,0
199,90,0.385658
2191,97,0.42702
2157,87,0.858646
2241,96,0
2205,96,0.549479
190,98,0
2175,81,0.464602
188,93,0
2201,98,0.811111
2222,91,0.787097
2212,91,0
2191,84,0
2243,95,0.6375
194,60,0
2158,90,0.421938
183,90,0
2226,81,0.7934
198,103,0
2132,97,0.543491
7,64,0.606195
2235,87,0
2226,99,0.6546
2179,84,0.8112
2154,95,0
165,81,0
7,64,0
63,101,0
164,79,0
2165,94,0
54,60,0.767742
175,85,0
2164,81,0
35,76,0.934426
1748,108,0
70,85,0
2213,108,0.394984
2167,66,0
180,83,0.700297
168,84,0
2207,78,0
2133,108,0.782267
188,92,0.793415
2131,86,0.671703
96,66,0
39,56,0.533654
159,90,0
183,105,0.917091
71,81,0
2131,90,0.002441
2202,84,0.655556
2213,91,0.518182
2162,86,0.882193
192,92,0.690237
2215,84,0.443709
28,57,0.265836
2134,86,0.978697
2151,101,0.508644
2186,98,0.1995
1713,97,0
94,95,0
2153,106,0.630221
125,96,0
26,98,0
2225,95,0.703704
158,103,0.239592
187,99,0.895971
2154,83,0.889796
2184,83,0.898
2179,92,0.8064
90,59,0.7228
2191,67,0
85,98,0
14,74,0.742
98,75,0.761538462
171,80,0.939817
73,90,0
121,70,0
175,106,0
2129,87,0.939454
165,63,0
2181,81,0
126,78,0.876834
183,78,0
161,108,0.791906
2165,83,0
2168,75,0
174,97,0.133235
2218,92,0
185,106,0.358975
2209,82,0.682284
193,83,0
51,70,0.7
2098,79,0
2241,92,0.993433
2163,79,0.782583
2153,67,0
37,66,0
2249,91,0.90597
93,75,0.703333333
63,67,0.878473091
2150,87,0
166,99,0.726519
183,80,0.924425
158,106,0.099535
182,85,0
98,74,0.739903846
2227,90,0.333333
81,57,0.265
2223,97,0.611494
2056,97,0
163,92,0.905408
181,95,0
174,80,0
129,103,0
2098,96,0
2205,106,0.651042
11,98,0
2247,90,0.000239
161,81,0
2165,80,0.915204
2176,79,0
1710,78,0
169,106,0
2181,89,0
179,93,0.554324
71,76,0.93855
49,80,0
191,80,0.890483
2203,74,0
165,86,0
2175,93,0
2269,84,0
2156,97,0.699771
2181,96,0.566434
193,82,0
2214,79,0
2188,70,0
129,106,0
185,72,0
37,65,0.75651
200,92,0
2155,92,0.90283
188,103,0.23747
197,83,0.553322
2252,92,0
2097,57,0.591912908
37,63,0.742188
188,81,0
2243,84,0
195,96,0.227103
2171,83,0
48,66,0.768977
26,76,0.972454
2210,90,0.735294
179,103,0.756172
2188,101,0
2159,93,0.304589
2239,81,0.866667
26,84,0
2130,85,0
2199,90,0
2227,93,0.333333
177,93,0.634862
2236,84,0
2193,61,0
193,91,0.625382
2165,82,0.88693
65,81,0
2202,82,0
2162,82,0
2098,92,0
2248,78,0.301255
42,84,0
2163,79,0
2268,101,0.637948
179,101,0.832598
179,106,0.554324
182,105,0.918968
188,82,0.789039
2211,98,0.794175
193,90,0
2173,98,0.362832
2157,90,0.104046
2225,79,0
2252,81,0.972972
2197,81,0.824638
178,72,0
2169,103,0
128,90,0
2199,91,0.7
12,56,0.1
2190,86,0
41,77,0.93265
2214,84,0.583333
2197,82,0
2168,92,0.920899
2200,82,0
2250,83,0
184,103,0.22974
2203,87,0.89071
126,95,0.849097
39,65,0.75
2,64,0.92539
166,79,0.761223
2211,66,0
123,93,0
10,65,0.851351
2157,98,0
2241,97,0
196,97,0.300093
188,108,0
2226,87,0.8052
14,94,0
200,80,0.84887
2221,106,0
2182,86,0.7865
162,92,0.895025
2185,108,0.152381
1711,108,0
31,65,0.733
200,101,0
29,76,0
169,103,0
123,81,0.942069
6,91,0
80,90,0
2190,99,0.1
2204,108,0.574459
125,86,0.798485
1703,56,0.649122807
90,87,0
2241,99,0.99531
2217,76,0
20,77,0.917
1728,106,0
2214,92,0.613636
2228,99,0.405941
192,79,0.119304
2236,83,0.1875
74,63,0.959513591
2164,85,0
2179,87,0
2206,84,0
2213,85,0
24,92,0
174,98,0
2174,99,0.6119
2128,90,0.009458
191,96,0
2202,93,0
2178,85,0
2222,85,0
91,103,0
2129,94,0.941539
50,74,0.826531
192,96,0.100347
2202,105,0
52,76,0.781481
83,66,1
2127,95,0.891342
178,101,0.825874
2216,94,0.831683
164,74,0
2189,93,0.700231
131,80,0.72054
196,106,0.261174
2203,108,0.306011
72,86,0
2178,108,0
124,99,0.427575
198,85,0.593582
198,88,0.261174
2251,94,0.513587
31,96,0
190,94,0
2162,92,0
2175,87,0.535398
2191,82,0.693822
187,59,0
191,85,0.90071
2166,91,0
172,94,0
93,59,0.707777778
165,93,0
192,84,0.692532
2207,95,0.615385
2153,95,0.808192
169,95,0.835926
99,94,0
2171,81,0.81164
2214,97,0.295455
2133,101,0
174,105,0
21,72,0.842593
190,75,0
2220,108,0.555556
70,98,0
115,98,0
2218,62,0
2165,95,0
2217,91,0.817328
2218,83,0
2132,60,0
188,83,0.884842
2183,106,0
2204,93,0
2225,101,0.358974
2150,105,0.662527
164,98,0
2202,93,0.711111
186,101,0
2056,91,0.73208
183,96,0.854482
2213,82,0.855486
2222,91,0
66,66,0
2184,96,0.9955
2243,93,0.675
2205,79,0.5625
2240,82,0.978328
163,96,0.099303
184,95,0.424819
2230,82,0.71875
2200,80,0.870997
2183,90,0.655222
195,101,0.641524
2225,61,0
2129,86,0
175,94,0
166,82,0.732291
2179,103,0
2160,82,0.747349
90,108,0
2156,98,0.568442
2198,80,0.926731
2198,101,0.924356
2160,97,0
2222,81,0
2174,76,0
2219,95,0
2160,91,0.696837
2156,95,0.749992
2214,91,0
22,75,0.196
2181,106,0
2225,90,0.358974
20,80,0
197,87,0.394736
162,86,0.903191
2209,101,0.029283
168,99,0.576885
166,80,0.783777
2197,108,0
198,96,0
2198,85,0.941531
2170,83,0.821826
2232,83,0
9,87,0
2233,84,0.483871
129,83,0.970905
197,82,0.840246
32,56,0.103712
41,70,0.93265
2200,80,0
2202,101,0
2174,101,0.5709
123,97,0
2194,78,0.832948
2248,106,0.099658
2225,85,0.763533
191,79,0
91,67,0.877929403
80,95,0
2220,90,0.555556
2159,105,0.982153
2128,101,0
2248,83,0.994404
2177,80,0.473171
2156,80,0.776996
2210,87,0.656863
2218,85,0
2232,87,0
2181,99,0
190,91,0.70246
179,92,0.887591
59,70,0.96
2192,105,0.638232
2129,97,0.646998
2134,79,0.189898
2129,82,0.921536
174,99,0.775614
159,99,0
49,95,0
2215,101,0
2220,82,0
122,96,0.500524
2228,78,0.871287
2244,59,0
96,66,0.7046875
85,66,0.983634259
129,94,0
160,86,0
158,103,0
164,85,0.884862
2176,86,0
2236,87,0
2240,108,0.978328
2213,83,0
2247,75,0
2190,80,0.794
181,98,0
167,94,0
2127,93,0.009458
2203,81,0
184,108,0
2202,78,0.622222
2243,96,0.575
191,78,0.91254
53,77,0.702128
2162,63,0
189,80,0.803119
2240,94,0.972136
2196,87,0
198,84,0.592889
2200,76,0
2215,97,0
2222,92,0
2171,80,0
2189,105,0.76794
158,108,0.723434
2134,79,0
2173,105,0
162,84,0
186,108,0
2193,97,0.663043
2195,65,0
2160,86,0.828145
162,79,0.853321
1701,106,0
2215,92,0.470199
48,65,0
23,72,0.430414
91,82,0
2128,82,0.805739
2228,90,0
166,96,0.580367
160,92,0.988977
2179,101,0.4608
159,78,0.486473
2129,96,0
2155,90,0.898149
2229,99,0.715973
1736,90,0
2235,92,0.39645
7,57,0.464602
2151,99,0.49311
2212,94,0.535714
73,57,0
162,79,0
2133,94,0.830665
1721,66,0
2198,78,0
2203,85,0.885246
47,96,0
2196,94,0
64,72,0.649122807
2217,84,0.720251
2183,105,0
2202,83,0.666667
2190,95,0.4675
6,65,0.9407
186,67,0
195,88,0.261174
198,77,0
2193,103,0.663043
180,103,0
2232,101,0
168,80,0
2170,84,0.765033
21,64,0.842593
198,108,0
200,81,0
2156,81,0.728744
62,57,0.836302895
2172,78,0.719298
2236,84,0.384259
163,106,0
2178,96,0
169,78,0.986111
80,65,0.930034722
2228,78,0
189,79,0.606956
175,95,0
87,84,0
2269,97,0
160,86,0.989272
65,95,0
2216,90,0.544554
2152,101,0.662082
2225,91,0
10,103,0
2249,78,0.852239
2172,106,0
2225,99,0.358974
72,75,0.713636364
183,87,0.897483
180,79,0.256377
75,86,0
2229,94,0.730148
169,79,0.469364
2168,106,0
2188,103,0
2233,106,0
162,90,0.629653
2229,92,0
2179,97,0.4576
2,66,0.949889
161,91,0
2200,60,0
191,106,0
2223,106,0
170,87,0.844959
168,83,0.711491
2184,85,0.9025
2194,81,0
187,94,0
69,74,0.781756757
10,62,0.756757
2170,80,0
172,84,0
2247,106,0.000239
2173,92,0
2162,103,0.757223
2239,108,0.933333
95,61,0.954805195
2269,80,0.979529
2167,78,0.846139
121,108,0.822432
198,81,0
123,80,0
2234,90,0
2056,84,0
186,83,0
2132,99,0
2197,78,0
198,70,0
2191,103,0.429735
187,78,0.933755
2198,90,0
2251,98,0
2241,90,0.99531
179,99,0
2158,85,0
2192,108,0.536928
2196,92,0
2223,99,0.613793
189,89,0.364605
2248,79,0
34,67,0.711111
2201,98,0
2181,83,0
2056,94,0.833863
75,76,0.8812
2186,82,0
53,90,0
2269,96,0.965407
2134,85,0
2233,86,0.419355
167,98,0
196,93,0
2212,82,0.642857
2230,80,0.65625
2128,103,0.783684
170,105,0
2160,95,0.755389
38,106,0
2220,94,0.818519
2211,97,0.605738
197,101,0.22044
184,94,0.753646
163,80,0.905408
128,98,0
2181,108,0.702797
2235,85,0.461538
2157,105,0
2199,101,0.7
2227,108,0
184,92,0
1720,103,0
2195,87,0
50,98,0
2247,78,0
193,92,0
2175,79,0.004425
2222,84,0.8
2165,106,0
197,101,0
2158,79,0
2179,96,0.696
2176,91,0.556522
26,57,0.709722
2163,101,0.83146
2164,79,0.254707
1,65,0.991091
2252,60,0
2216,98,0.537954
47,87,0
178,82,0.923247
2196,57,0
123,103,0
2178,99,0.013514
171,82,0.938669
2171,108,0.614205
2227,98,0
192,81,0.641666
2224,101,0
75,59,0.81565
50,83,0
126,98,0
2168,84,0
2128,91,0.762755
2126,79,0.490991
2158,94,0
181,101,0
2170,93,0.008909
30,66,0.960168
2225,97,0.501425
2159,79,0.468498
2160,79,0
2131,92,0.659263
2173,91,0.539823
2184,97,0.1
24,76,1
183,85,0
74,70,0.966094421
175,78,0.66516
185,80,0.946066
194,106,0.261174
2183,84,0.962804
2215,97,0.324503
2056,83,0.897952
120,93,0
83,83,0
2205,86,0
120,94,0
120,77,0
2154,78,0.830828
2171,103,0
2189,82,0
180,74,0
58,59,0.7954
192,81,0
2162,101,0.815547
183,87,0
2151,78,0
2172,96,0
190,79,0.711002
28,59,0.908363
178,84,0.942159
2155,82,0.901285
28,65,0.966548
10,77,0.804054
2225,94,0.811966
2184,93,0.1
1715,76,0.8805
2245,108,0
2192,98,0.895372
2174,105,0
99,70,0.581308411
170,95,0
163,83,0.950668
174,90,0.029618
2248,108,0.099658
87,90,0
2239,84,0.933333
161,79,0
170,67,0
81,59,0.69505
2170,95,0
2134,80,0
127,83,0.778979
168,85,0.768516
177,96,0.533844
96,76,0.759375
2178,96,0.5
2246,84,0.792535
2252,93,0.655896
37,106,0
2228,105,0.405941
189,75,0
70,66,0.86736
2250,90,0.771845
2168,94,0.916371
39,57,0.634615
27,66,0.777174
2221,86,0.390071
194,93,0.261174
181,79,0.89579
2241,97,0.99531
2242,96,0.572193
24,57,0.985229
2222,82,0
2128,86,0.868194
2134,97,0
2215,90,0.324503
1717,108,0
88,87,0
2215,98,0.490066
2237,94,0.434426
182,74,0
164,56,0
1893,101,0
190,97,0.499161
2213,66,0
2247,103,0.144123
94,101,0
2176,57,0
2132,59,0
58,56,0.3384
79,76,0.84585
2180,83,0.686
59,75,0.966667
82,97,0
2199,103,0
183,97,0.922578
131,94,0
188,99,0.491464
190,80,0.787622
2204,97,0.128571
2205,80,0
178,87,0
2149,101,0
192,105,0.375388
2157,92,0.81511
2201,78,0.690741
2210,91,0.735294
2223,96,0.574713
21,66,0.934606
158,81,0.668376
161,78,0
120,90,0
30,65,0.972958
2159,67,0
18,59,0.708
2197,80,0.801449
15,86,0
174,87,0.889955
2248,99,0.099658
2196,105,0.748932
2164,85,0.678289
159,95,0.477015
2151,97,0
22,81,0
2172,80,0
2190,83,0
2187,108,0.152381
2160,94,0.797949
199,96,0
179,79,0.862324
184,95,0
2213,103,0.240439
86,106,0
82,61,0
2156,96,0.579756
2243,75,0
1711,61,0.8625
168,97,0
65,57,0.592920354
1757,56,0
2163,98,0.608287
2164,74,0
126,96,0
2154,82,0
2239,95,0
2204,74,0
2176,93,0
2130,90,0.039177
2154,108,0.856885
2182,90,0
2235,106,0.497041
166,90,0.699587
62,90,0
2244,57,0
2160,101,0.734052
2167,83,0
2155,103,0.89105
75,95,0
42,93,0
2221,84,0.439716
2214,85,0
2229,106,0.347102
74,56,0.655221745
122,86,0
2155,85,0.904188
1710,63,0.904
2168,95,0
2191,56,0
2244,94,0.829655
2193,79,0.619565
159,87,0
2229,86,0.744323
9,86,0
7,67,0.774336
187,81,0.921486
2268,91,0.962967
2182,87,0.858
2218,70,0
2178,78,0.763514
2173,101,0.542035
169,106,0.304611
2235,62,0
2210,96,0
58,90,0
2129,98,0
2250,101,0.771845
2239,93,0.933333
200,79,0.849941
2174,93,0
2186,83,0
2130,96,0
2217,103,0.346555
2222,101,0.206452
2182,99,0.1
2228,95,0.49505
2250,82,0.771845
2222,108,0.206452
2127,81,0.891984
2131,105,0
193,89,0.501116
2,108,0
170,108,0.826218
2248,90,0.099658
86,74,0.802173913
2133,97,0.100416
29,67,0.866667
12,83,0
2203,106,0.306011
47,70,0.536424
2163,106,0.555946
2192,97,0
2151,87,0.540093
177,91,0.801473
2164,82,0.567496
182,86,0.966965
2130,105,0.387018
2127,91,0.839126
116,60,0.9
2197,96,0.978261
99,66,0.698130841
2186,91,0.1
2,99,0
2249,106,0.906716
2179,80,0
2180,91,0.205
2168,81,0
1730,64,0.672
2158,81,0
2230,105,0.28125
199,91,0.81476
28,61,0.895552
2173,99,0.542035
2157,83,0.881047
2167,96,0.333765
2210,81,0.732026
2215,108,0.324503
188,85,0.784014
62,101,0
2158,82,0.70677
2169,103,0.008909
2155,93,0.898149
197,108,0.255562
2183,82,0
2193,87,0.706522
170,85,0
2237,78,0
2268,56,0
40,84,0
2269,83,0.998587
2228,84,0.841584
184,78,0.434444
163,62,0
131,99,0.655488
174,103,0.318079
131,70,0
2178,83,0.790541
95,58,0.800865801
2186,84,0.7325
177,82,0.846254
124,78,0
2251,61,0
2168,82,0
2211,86,0
184,87,0
2197,56,0
192,106,0.100203
2200,96,0
2232,97,0.5
2164,90,0
2172,108,0.350877
42,77,0.751634
2234,82,0.541667
131,80,0
2133,81,0.691388
2200,85,0
125,84,0
2149,86,0.633193
82,56,0.427019688
182,101,0.958626
98,83,0
2128,80,0
2234,103,0.5
2159,101,0
2192,99,0
2183,99,0
124,67,0
2213,95,0
2130,81,0.353478
2156,90,0
189,108,0.580909
2246,101,0.727216
2220,105,0.555556
2186,84,0
2127,108,0.922271
2234,64,0
2242,95,0
27,97,0
79,57,0
128,67,0
125,94,0.782582
15,74,0
2201,86,0.714815
2129,90,0
2173,83,0.539823
95,77,0.958787879
2235,79,0.443787
2188,81,0.875
2196,79,0.192349
175,105,0
2173,106,0.542035
2237,92,0.418033
94,108,0
199,77,0
2194,92,0
174,96,0
2159,92,0.978276
2126,105,0
49,61,0.796451
2217,59,0
2132,106,0
47,101,0
167,89,0
2133,58,0
48,70,0.841584
193,80,0.760685
2198,106,0.89768
2241,85,0
48,92,0
2217,86,0.340292
2056,105,0
196,108,0.488585
2180,95,0
2239,80,0.933333
2181,92,0
2193,90,0
12,60,0.8895
88,70,0.850144928
66,101,0
2239,90,0
2252,85,0
163,80,0
70,76,0.8352
2158,60,0
24,84,0
1723,61,0
168,82,0.711235
2167,80,0.872514
2219,96,0.9
26,56,0.333333
158,80,0
2200,92,0
122,82,0.860888
2165,87,0.883578
174,103,0
2163,85,0.887975
48,57,0
164,94,0
2160,105,0
116,76,0
122,78,0.850984
32,99,0
2198,91,0
99,101,0
49,98,0
70,67,0.72
2201,57,0
