,task_id,flow_id,associated
3018,186,98,1
3019,2162,91,0
3020,130,84,0
3021,164,106,1
3022,198,65,0
3023,2168,78,1
3024,2217,101,1
3025,2240,101,0
3026,2153,91,0
3027,1703,96,0
3028,2174,56,0
3029,192,87,0
3030,2163,86,0
3031,2202,91,1
3032,2215,96,1
3033,2166,97,1
3034,2154,82,1
3035,2206,82,0
3036,71,57,1
3037,128,60,0
3038,2237,79,1
3039,2248,92,1
3040,129,106,1
3041,172,101,1
3042,2237,95,1
3043,122,93,0
3044,2191,85,0
3045,2241,98,1
3046,174,83,0
3047,2204,108,0
3048,2205,97,1
3049,70,105,0
3050,2162,87,0
3051,179,84,0
3052,2224,87,0
3053,2153,85,0
3054,120,98,1
3055,2167,81,1
3056,196,82,1
3057,75,80,0
3058,2207,99,1
3059,190,95,0
3060,2128,84,0
3061,80,70,1
3062,2204,108,0
3063,2221,106,0
3064,189,94,1
3065,2194,99,0
3066,2184,97,1
3067,73,82,0
3068,2154,103,0
3069,2133,86,1
3070,2207,78,0
3071,2189,80,0
3072,2206,93,1
3073,2226,99,1
3074,2131,101,0
3075,2199,108,0
3076,2126,105,1
3077,2227,83,1
3078,2201,96,1
3079,2164,84,0
3080,3,62,1
3081,2190,101,1
3082,2131,103,0
3083,2241,83,1
3084,2228,87,1
3085,2180,83,0
3086,57,99,0
3087,163,80,0
3088,2186,79,0
3089,2202,78,1
3090,2181,92,0
3091,2195,108,0
3092,121,95,0
3093,2224,106,1
3094,2206,79,0
3095,2128,95,1
3096,189,67,0
3097,128,91,1
3098,73,87,0
3099,186,97,0
3100,2126,90,0
3101,2173,99,1
3102,82,86,0
3103,58,58,1
3104,2151,78,0
3105,2178,96,0
3106,48,61,0
3107,2243,98,1
3108,172,82,0
3109,2206,108,0
3110,2134,90,0
3111,2165,84,1
3112,2164,84,1
3113,125,94,0
3114,2158,82,0
3115,87,66,1
3116,2155,106,0
3117,2223,108,1
3118,176,105,1
3119,2172,90,0
3120,158,96,1
3121,178,83,1
3122,160,90,0
3123,2210,59,0
3124,2219,108,1
3125,164,91,1
3126,49,76,1
3127,2166,86,1
3128,2222,99,1
3129,2233,84,0
3130,2200,80,1
3131,65,70,1
3132,2184,95,1
3133,41,79,0
3134,2182,106,1
3135,2223,97,0
3136,2241,105,0
3137,188,56,0
3138,2164,101,1
3139,122,84,0
3140,2184,90,0
3141,2162,97,1
3142,52,105,0
3143,198,94,0
3144,99,56,1
3145,2181,86,1
3146,121,96,0
3147,2166,86,0
3148,2150,105,0
3149,2151,96,1
3150,123,78,0
3151,161,79,0
3152,174,85,1
3153,188,74,0
3154,31,56,1
3155,53,95,0
3156,2221,98,1
3157,178,108,0
3158,2268,79,0
3159,2204,94,1
3160,2239,78,0
3161,2219,83,0
3162,191,103,1
3163,2214,87,1
3164,187,101,1
3165,2056,94,1
3166,2130,65,0
3167,193,84,1
3168,2170,98,0
3169,124,78,0
3170,174,94,1
3171,2,92,0
3172,163,82,0
3173,36,81,0
3174,1757,61,1
3175,129,86,0
3176,169,77,0
3177,2191,78,0
3178,2247,99,0
3179,2194,103,1
3180,59,75,1
3181,21,64,1
3182,2243,87,0
3183,190,74,0
3184,196,103,0
3185,190,78,1
3186,168,91,0
3187,2236,59,0
3188,2233,95,0
3189,2129,101,1
3190,2156,96,0
3191,183,62,0
3192,2181,91,1
3193,2245,106,1
3194,2195,99,0
3195,2186,80,0
3196,191,96,0
3197,162,99,1
3198,85,76,1
3199,2132,67,0
3200,2150,108,0
3201,2191,95,0
3202,62,57,1
3203,2127,98,0
3204,66,76,1
3205,2149,59,0
3206,2205,99,1
3207,2163,95,1
3208,1,70,1
3209,189,56,0
3210,168,85,1
3211,182,86,0
3212,184,90,0
3213,2212,77,0
3214,193,84,0
3215,51,76,0
3216,68,79,0
3217,2193,90,1
3218,71,58,1
3219,48,60,0
3220,2172,91,1
3221,2205,80,0
3222,2182,105,0
3223,184,76,0
3224,172,86,1
3225,127,78,0
3226,175,85,1
3227,87,80,0
3228,41,58,1
3229,176,106,1
3230,2215,98,1
3231,167,80,1
3232,2127,92,0
3233,23,86,0
3234,190,101,0
3235,47,72,1
3236,1748,74,1
3237,2239,96,0
3238,2186,94,0
3239,187,99,1
3240,189,94,0
3241,2228,78,1
3242,2168,87,0
3243,174,94,0
3244,2229,90,1
3245,2247,93,1
3246,163,93,1
3247,125,106,1
3248,189,89,1
3249,2235,78,0
3250,162,78,1
3251,175,85,0
3252,2154,79,0
3253,2224,96,0
3254,2268,96,0
3255,2167,80,1
3256,2246,93,1
3257,2227,99,0
3258,2222,77,0
3259,2129,78,0
3260,75,103,0
3261,2164,79,0
3262,2184,83,0
3263,170,87,1
3264,2228,92,1
3265,2206,90,0
3266,175,106,0
3267,2184,98,1
3268,49,97,0
3269,2127,74,0
3270,2202,103,0
3271,180,61,0
3272,2230,78,1
3273,2184,79,0
3274,2195,99,0
3275,178,92,1
3276,2200,92,1
3277,199,95,0
3278,190,85,1
3279,63,62,1
3280,39,74,1
3281,28,75,1
3282,2175,77,0
3283,51,56,1
3284,195,74,0
3285,2156,108,1
3286,2133,83,1
3287,2171,86,1
3288,2150,94,0
3289,28,82,0
3290,2223,108,0
3291,1714,57,1
3292,2131,106,0
3293,2126,92,0
3294,184,66,0
3295,2129,90,1
3296,1757,84,0
3297,174,108,0
3298,20,87,0
3299,1705,56,1
3300,74,108,0
3301,2150,108,0
3302,161,90,1
3303,2153,101,1
3304,1723,61,0
3305,13,74,1
3306,2243,92,0
3307,1,82,0
3308,184,90,0
3309,2175,103,1
3310,6,70,1
3311,179,78,0
3312,2246,106,1
3313,2171,74,0
3314,69,103,0
3315,2189,87,0
3316,191,101,1
3317,2249,91,0
3318,2164,108,0
3319,131,98,0
3320,2193,95,1
3321,194,94,1
3322,2133,96,1
3323,165,94,1
3324,2130,106,1
3325,2190,97,0
3326,190,94,1
3327,177,95,1
3328,70,58,1
3329,2198,79,1
3330,183,79,1
3331,160,108,0
3332,185,60,0
3333,2192,93,0
3334,174,87,1
3335,3,74,0
3336,2166,98,1
3337,2234,92,1
3338,2169,93,1
3339,2056,86,0
3340,181,103,1
3341,174,79,1
3342,2206,57,0
3343,2181,83,0
3344,2229,108,0
3345,185,83,0
3346,168,91,1
3347,170,79,0
3348,2162,95,1
3349,187,65,0
3350,2126,98,0
3351,2204,97,1
3352,2225,103,1
3353,2164,106,0
3354,2245,56,0
3355,2250,95,1
3356,2184,92,1
3357,2180,80,0
3358,2193,96,1
3359,2252,106,0
3360,180,78,1
3361,2220,90,1
3362,2230,78,0
3363,2150,106,1
3364,2244,79,1
3365,174,106,1
3366,91,93,0
3367,158,63,0
3368,192,94,1
3369,2203,87,0
3370,2164,86,1
3371,132,81,0
3372,199,78,1
3373,2204,84,1
3374,2129,103,0
3375,96,58,1
3376,2198,91,0
3377,48,86,0
3378,170,83,1
3379,2179,101,1
3380,1720,70,1
3381,2190,106,1
3382,2133,84,0
3383,200,83,0
3384,51,77,1
3385,2245,93,0
3386,2243,77,0
3387,122,94,1
3388,178,80,1
3389,190,105,1
3390,164,95,1
3391,38,61,1
3392,166,98,0
3393,53,81,0
3394,43,92,0
3395,181,94,1
3396,2195,95,0
3397,16,72,1
3398,27,98,0
3399,2171,96,1
3400,85,61,1
3401,52,70,1
3402,121,108,0
3403,2056,78,0
3404,2199,62,0
3405,2228,92,0
3406,189,87,1
3407,2165,72,0
3408,131,90,0
3409,2188,81,1
3410,2171,85,1
3411,2211,94,0
3412,2240,94,1
3413,199,103,1
3414,2228,83,1
3415,162,78,0
3416,131,86,0
3417,2226,87,0
3418,191,78,1
3419,2154,105,1
3420,2252,79,1
3421,2222,76,0
3422,1728,86,0
3423,2209,80,1
3424,2233,93,1
3425,2160,70,0
3426,194,79,0
3427,2134,85,0
3428,2134,58,0
3429,170,79,1
3430,165,93,1
3431,1,88,0
3432,2213,93,1
3433,183,78,1
3434,2189,86,1
3435,2167,86,1
3436,98,105,0
3437,2215,108,0
3438,2219,97,0
3439,177,87,1
3440,2220,106,1
3441,2229,97,0
3442,2191,94,0
3443,43,57,1
3444,172,76,0
3445,182,84,0
3446,10,79,0
3447,2159,103,0
3448,177,90,0
3449,127,92,1
3450,2219,81,1
3451,68,82,0
3452,2195,91,1
3453,191,85,1
3454,2247,93,0
3455,178,92,0
3456,2,66,1
3457,2175,87,1
3458,2129,103,0
3459,26,106,0
3460,2174,84,0
3461,2189,84,0
3462,2203,92,0
3463,2163,90,0
3464,86,92,0
3465,2151,94,1
3466,2177,86,0
3467,131,87,1
3468,2167,92,1
3469,129,80,1
3470,2247,96,0
3471,2249,62,0
3472,2249,86,1
3473,2224,92,1
3474,131,99,1
3475,2149,101,1
3476,181,101,1
3477,2153,82,1
3478,2250,86,0
3479,2202,105,0
3480,2128,96,1
3481,31,60,1
3482,2188,85,1
3483,2149,108,1
3484,2191,82,0
3485,176,94,1
3486,2213,79,1
3487,2129,72,0
3488,2179,79,1
3489,2056,97,1
3490,2220,92,1
3491,178,87,1
3492,181,105,1
3493,2245,105,1
3494,2222,92,0
3495,2176,84,1
3496,2215,78,0
3497,2219,97,1
3498,197,96,1
3499,2224,95,1
3500,196,83,1
3501,1719,62,1
3502,2170,103,0
3503,2202,97,0
3504,2199,61,0
3505,2194,76,0
3506,71,75,1
3507,1730,93,0
3508,21,108,0
3509,125,70,0
3510,2167,101,0
3511,191,56,0
3512,74,57,1
3513,190,97,1
3514,2219,95,1
3515,2207,101,1
3516,2224,94,1
3517,178,94,1
3518,1703,92,0
3519,163,93,0
3520,171,90,0
3521,2159,95,0
3522,126,87,1
3523,120,90,1
3524,174,56,0
3525,2160,96,0
3526,2232,78,0
3527,2170,98,0
3528,124,108,0
3529,129,99,0
3530,2224,103,1
3531,2170,96,1
3532,2178,105,1
3533,168,83,0
3534,194,78,0
3535,80,90,0
3536,198,80,1
3537,2128,105,1
3538,2175,67,0
3539,2244,84,0
3540,166,93,1
3541,2177,101,0
3542,2190,103,1
3543,2229,96,0
3544,176,90,1
3545,2205,66,0
3546,116,105,0
3547,2191,83,0
3548,199,89,1
3549,39,56,1
3550,179,106,1
3551,2215,81,0
3552,188,98,1
3553,2162,105,0
3554,2204,79,1
3555,2126,90,1
3556,2248,93,1
3557,2194,83,1
3558,2188,82,1
3559,2244,96,0
3560,159,96,1
3561,121,87,0
3562,2235,83,0
3563,2209,98,0
3564,2240,78,0
3565,198,78,1
3566,180,96,0
3567,2193,93,1
3568,2188,87,0
3569,1701,70,1
3570,2193,91,1
3571,2268,108,1
3572,2203,91,1
3573,2151,105,1
3574,2223,96,1
3575,171,75,0
3576,2133,90,1
3577,2249,92,0
3578,179,72,0
3579,2215,82,1
3580,9,85,0
3581,2171,83,0
3582,2242,81,1
3583,2188,91,1
3584,2153,91,0
3585,2190,98,1
3586,69,62,1
3587,161,108,1
3588,126,94,0
3589,2232,79,1
3590,2132,57,0
3591,162,106,1
3592,191,105,1
3593,29,61,1
3594,2219,78,0
3595,2164,106,1
3596,184,78,0
3597,2164,94,1
3598,198,105,0
3599,88,56,1
3600,2201,92,0
3601,2214,79,1
3602,2204,95,0
3603,127,91,1
3604,169,101,0
3605,2239,57,0
3606,21,72,1
3607,2248,85,1
3608,96,108,0
3609,2247,82,1
3610,2153,82,1
3611,2094,67,1
3612,2177,97,0
3613,2230,90,1
3614,176,108,1
3615,2232,105,1
3616,2251,108,1
3617,127,78,0
3618,2183,105,0
3619,2236,101,1
3620,121,80,1
3621,2201,78,0
3622,2227,94,1
3623,1701,77,1
3624,2195,78,0
3625,2152,103,1
3626,96,61,1
3627,122,83,1
3628,2165,83,1
3629,2188,97,1
3630,34,62,1
3631,54,103,0
3632,162,98,0
3633,2245,96,1
3634,16,92,0
3635,2182,78,1
3636,2211,90,0
3637,188,101,1
3638,2182,76,0
3639,2200,103,1
3640,197,81,1
3641,2056,83,1
3642,2251,98,0
3643,2221,90,0
3644,2239,94,0
3645,2199,85,0
3646,176,82,0
3647,2189,101,0
3648,2230,108,1
3649,2181,84,0
3650,2233,90,0
3651,2211,91,1
3652,52,79,0
3653,2176,90,1
3654,2239,66,0
3655,40,75,1
3656,2242,96,0
3657,2220,83,1
3658,2189,103,0
3659,2246,98,1
3660,88,62,1
3661,158,99,0
3662,2164,85,0
3663,122,98,0
3664,2164,70,0
3665,2226,79,1
3666,18,83,0
3667,13,84,0
3668,168,97,0
3669,2198,87,1
3670,2242,59,0
3671,52,108,0
3672,164,81,0
3673,2134,99,1
3674,2186,57,0
3675,2220,93,1
3676,2165,92,0
3677,2247,105,1
3678,2167,85,1
3679,199,97,0
3680,11,96,0
3681,2166,87,0
3682,179,108,1
3683,2129,78,1
3684,2133,99,1
3685,2201,81,0
3686,121,79,1
3687,2217,81,0
3688,2179,90,1
3689,166,84,1
3690,89,62,1
3691,1757,99,0
3692,2237,94,1
3693,2150,103,1
3694,2226,84,0
3695,49,94,0
3696,2220,67,0
3697,116,65,1
3698,172,98,0
3699,2223,64,0
3700,2200,81,1
3701,63,98,0
3702,174,83,0
3703,2188,79,0
3704,24,106,0
3705,63,74,1
3706,166,97,1
3707,175,78,1
3708,2163,85,1
3709,2168,99,1
3710,2191,74,0
3711,2149,67,0
3712,167,56,0
3713,125,99,1
3714,2176,86,0
3715,129,79,0
3716,2182,83,1
3717,2162,84,1
3718,175,94,0
3719,52,60,1
3720,2188,87,1
3721,48,66,1
3722,2200,85,0
3723,2212,84,1
3724,59,61,1
3725,166,78,0
3726,2159,86,0
3727,77,65,1
3728,178,82,0
3729,2155,90,1
3730,190,101,1
3731,15,76,1
3732,2212,76,0
3733,41,103,0
3734,35,60,0
3735,26,58,1
3736,2252,101,0
3737,1717,75,1
3738,2220,99,1
3739,160,85,1
3740,1,78,0
3741,161,80,1
3742,2164,60,0
3743,175,92,0
3744,2204,108,1
3745,2149,93,0
3746,2240,108,0
3747,34,87,0
3748,2227,95,1
3749,88,66,1
3750,2268,108,0
3751,2178,98,0
3752,2244,101,0
3753,2241,106,1
3754,197,101,0
3755,162,59,0
3756,2171,105,1
3757,121,82,1
3758,2203,92,1
3759,2165,87,1
3760,82,92,0
3761,2242,99,1
3762,182,82,0
3763,161,92,1
3764,198,78,0
3765,2169,86,0
3766,2205,105,0
3767,72,57,1
3768,124,81,1
3769,129,97,1
3770,187,86,0
3771,178,93,1
3772,2129,85,1
3773,163,91,0
3774,2163,106,1
3775,164,61,0
3776,2128,86,1
3777,195,86,1
3778,15,78,0
3779,2150,79,1
3780,172,99,0
3781,121,61,0
3782,2204,86,1
3783,2227,105,0
3784,2165,92,0
3785,166,108,0
3786,2243,81,1
3787,6,58,1
3788,2131,81,0
3789,2235,95,1
3790,194,87,1
3791,2134,80,0
3792,49,61,1
3793,2210,58,0
3794,160,103,1
3795,2228,93,1
3796,2229,90,0
3797,195,94,1
3798,15,74,1
3799,2160,83,1
3800,2130,60,0
3801,2223,97,0
3802,130,92,1
3803,40,65,1
3804,2233,101,1
3805,121,98,0
3806,2167,98,0
3807,130,82,1
3808,2242,87,0
3809,178,95,0
3810,192,80,1
3811,158,80,0
3812,2230,101,1
3813,185,62,0
3814,2229,77,0
3815,2178,94,0
3816,166,91,0
3817,2152,83,1
3818,199,91,0
3819,158,81,0
3820,2150,95,0
3821,22,63,1
3822,169,96,0
3823,167,85,0
3824,10,78,0
3825,2167,97,1
3826,2153,105,1
3827,177,79,0
3828,158,78,1
3829,167,83,0
3830,2224,87,1
3831,2180,95,0
3832,186,78,0
3833,2217,78,0
3834,2241,87,1
3835,2132,98,1
3836,2249,81,0
3837,161,86,0
3838,120,90,0
3839,2154,94,0
3840,2155,84,0
3841,2127,101,0
3842,2177,95,0
3843,198,82,1
3844,128,95,1
3845,120,91,1
3846,174,103,1
3847,175,108,0
3848,2129,59,0
3849,2221,97,1
3850,49,72,1
3851,2169,79,0
3852,87,80,0
3853,2247,84,1
3854,126,82,1
3855,2,70,1
3856,177,84,1
3857,126,78,1
3858,2175,85,1
3859,162,94,0
3860,2186,78,0
3861,58,92,0
3862,2130,96,1
3863,80,64,1
3864,2251,93,1
3865,1723,74,1
3866,168,101,1
3867,2157,98,1
3868,2159,81,0
3869,180,93,1
3870,170,92,1
3871,166,92,1
3872,2128,101,1
3873,122,92,1
3874,24,77,1
3875,2235,103,1
3876,193,106,0
3877,2188,96,1
3878,2223,94,0
3879,2153,108,0
3880,2203,92,0
3881,2181,106,1
3882,127,80,0
3883,50,82,0
3884,2215,90,1
3885,2205,83,0
3886,98,61,1
3887,2205,81,0
3888,162,101,1
3889,2128,79,0
3890,192,78,0
3891,27,85,0
3892,2240,83,1
3893,169,80,1
3894,188,81,1
3895,123,92,1
3896,2,76,1
3897,2181,93,1
3898,24,83,0
3899,170,90,1
3900,161,81,0
3901,2176,98,0
3902,179,95,0
3903,2171,87,1
3904,2181,108,1
3905,2173,93,1
3906,5,61,1
3907,2186,85,1
3908,2192,81,1
3909,7,81,0
3910,121,81,1
3911,169,65,0
3912,62,75,1
3913,2232,81,0
3914,198,60,0
3915,170,92,0
3916,2221,98,0
3917,2197,95,1
3918,2241,97,1
3919,2213,60,0
3920,184,94,1
3921,2177,81,0
3922,66,70,0
3923,2133,105,1
3924,12,86,0
3925,2132,103,1
3926,2201,97,0
3927,175,108,0
3928,2162,96,0
3929,2194,92,0
3930,120,98,0
3931,190,92,1
3932,120,99,0
3933,172,84,1
3934,1713,76,1
3935,193,79,0
3936,184,106,1
3937,2201,106,1
3938,2190,99,1
3939,165,97,0
3940,2236,96,0
3941,2173,88,0
3942,98,74,1
3943,188,80,0
3944,58,79,0
3945,192,101,1
3946,163,95,1
3947,126,91,1
3948,2149,95,1
3949,2230,81,0
3950,2213,94,1
3951,31,90,0
3952,122,85,1
3953,196,108,0
3954,18,65,1
3955,190,94,0
3956,2157,101,0
3957,2224,80,1
3958,2235,101,1
3959,2230,99,0
3960,2170,79,0
3961,6,63,1
3962,2156,79,1
3963,22,84,0
3964,20,72,1
3965,2210,85,1
3966,169,84,1
3967,2207,106,0
3968,130,86,1
3969,42,105,0
3970,2195,98,1
3971,190,81,0
3972,2184,81,1
3973,2159,93,1
3974,128,97,0
3975,2237,84,0
3976,2245,85,0
3977,16,70,1
3978,94,65,1
3979,197,57,0
3980,194,101,0
3981,175,106,0
3982,121,98,0
3983,2212,105,1
3984,2246,92,1
3985,2178,91,1
3986,193,103,0
3987,2205,90,1
3988,189,82,0
3989,166,80,1
3990,200,103,1
3991,2171,86,0
3992,128,101,1
3993,160,105,1
3994,2159,85,1
3995,171,77,0
3996,171,82,1
3997,2218,72,0
3998,130,96,1
3999,167,108,0
4000,124,108,1
4001,2202,86,1
4002,2198,92,1
4003,2164,90,1
4004,192,62,0
4005,192,94,1
4006,124,87,1
4007,2180,57,0
4008,2223,81,1
4009,2212,99,1
4010,167,105,0
4011,2249,87,1
4012,2243,85,1
4013,2235,86,0
4014,172,81,1
4015,2182,93,1
4016,194,93,0
4017,2126,96,1
4018,2180,84,0
4019,2244,98,1
4020,39,103,0
4021,188,82,0
4022,130,97,0
4023,1736,62,1
4024,1721,74,1
4025,2211,64,0
4026,2233,81,0
4027,2220,83,0
4028,2215,97,1
4029,198,91,1
4030,40,93,0
4031,80,66,0
4032,73,70,1
4033,2210,96,1
4034,2190,93,0
4035,2202,95,1
4036,2163,80,0
4037,2171,108,1
4038,2188,105,1
4039,182,106,1
4040,200,80,0
4041,2225,92,1
4042,2203,86,0
4043,2163,87,1
4044,191,87,0
4045,48,103,0
4046,2162,91,0
4047,2158,97,0
4048,2244,97,1
4049,190,90,0
4050,2201,108,1
4051,38,74,1
4052,2222,103,0
4053,2228,94,1
4054,2190,105,1
4055,161,79,1
4056,2234,79,0
4057,2195,87,1
4058,2227,87,0
4059,2239,92,1
4060,2213,81,1
4061,1,106,0
4062,183,99,1
4063,116,59,1
4064,2166,87,1
4065,68,56,1
4066,2157,78,1
4067,174,96,0
4068,2149,92,0
4069,59,97,0
4070,125,106,0
4071,18,59,1
4072,55,72,0
4073,2199,106,1
4074,124,92,1
4075,2220,101,1
4076,2218,91,0
4077,2214,86,0
4078,2134,108,1
4079,2169,108,1
4080,182,81,1
4081,2207,105,0
4082,38,70,1
4083,2241,92,1
4084,1713,67,0
4085,2132,90,0
4086,2234,67,0
4087,1731,65,1
4088,2151,78,1
4089,127,97,0
4090,2226,62,0
4091,2210,98,0
4092,186,79,1
4093,2243,79,1
4094,55,56,1
4095,189,88,1
4096,2163,81,1
4097,179,96,1
4098,2151,101,0
4099,29,65,0
4100,2213,101,1
4101,2158,106,0
4102,31,89,0
4103,128,83,1
4104,199,98,0
4105,131,81,1
4106,2232,65,0
4107,128,108,1
4108,2212,103,1
4109,2245,67,0
4110,191,79,1
4111,166,101,0
4112,169,97,1
4113,2166,82,0
4114,62,74,1
4115,2182,97,1
4116,12,66,1
4117,182,91,0
4118,75,72,1
4119,31,65,1
4120,170,80,1
4121,2204,97,0
4122,75,57,1
4123,2153,75,0
4124,2232,106,1
4125,177,108,1
4126,197,79,0
4127,98,62,1
4128,2097,77,1
4129,188,99,0
4130,177,78,1
4131,124,82,1
4132,183,60,0
4133,178,95,1
4134,2241,90,0
4135,2216,84,1
4136,2168,72,0
4137,194,66,0
4138,161,83,1
4139,180,84,1
4140,186,81,1
4141,2157,91,1
4142,2211,80,1
4143,126,90,0
4144,2189,90,0
4145,160,87,1
4146,127,67,0
4147,159,108,1
4148,2130,61,0
4149,122,70,0
4150,2252,95,0
4151,180,101,0
4152,2212,94,0
4153,27,94,0
4154,2160,108,0
4155,2152,106,0
4156,164,105,1
4157,2194,105,1
4158,2160,91,0
4159,2126,78,0
4160,2170,83,1
4161,2172,92,0
4162,2211,108,1
4163,2198,78,1
4164,2237,98,0
4165,2197,81,1
4166,2205,60,0
4167,2229,57,0
4168,2234,98,1
4169,2163,85,0
4170,2183,106,1
4171,2154,80,1
4172,180,92,0
4173,2150,91,0
4174,2216,59,0
4175,2250,78,0
4176,2176,82,0
4177,183,106,0
4178,2221,90,1
4179,51,103,0
4180,193,84,0
4181,2233,105,0
4182,62,94,0
4183,174,81,0
4184,128,93,0
4185,130,85,0
4186,178,108,1
4187,2171,82,1
4188,176,93,1
4189,2245,94,0
4190,2269,99,0
4191,2212,86,0
4192,165,105,1
4193,197,87,0
4194,64,65,1
4195,2243,77,0
4196,2188,106,1
4197,2179,86,0
4198,2251,80,1
4199,195,92,0
4200,88,74,1
4201,163,99,1
4202,159,93,1
4203,48,58,1
4204,182,84,1
4205,2183,97,1
4206,2189,84,1
4207,175,84,0
4208,2191,79,0
4209,2158,64,0
4210,197,95,0
4211,2154,103,1
4212,2226,94,0
4213,188,95,0
4214,2248,90,1
4215,2178,92,0
4216,2132,80,1
4217,2175,84,1
4218,90,76,1
4219,2249,94,0
4220,2224,105,1
4221,41,64,1
4222,2193,93,0
4223,175,81,1
4224,1740,61,1
4225,199,85,1
4226,120,101,1
4227,130,78,0
4228,2203,80,0
4229,189,91,0
4230,2152,95,0
4231,22,61,0
4232,2179,97,0
4233,58,60,1
4234,2202,87,0
4235,195,70,0
4236,2207,82,1
4237,2226,98,0
4238,2191,94,0
4239,89,86,0
4240,47,95,0
4241,2215,81,0
4242,2210,90,1
4243,2206,81,1
4244,178,97,1
4245,178,82,1
4246,177,95,0
4247,125,94,1
4248,2269,94,1
4249,40,70,1
4250,180,86,1
4251,172,95,0
4252,2186,98,1
4253,2226,108,0
4254,164,82,1
4255,2248,82,0
4256,2149,90,0
4257,2132,78,0
4258,2176,103,1
4259,2170,85,1
4260,2163,99,1
4261,186,87,0
4262,68,59,1
4263,2198,86,1
4264,2213,87,1
4265,2132,85,1
4266,2128,94,0
4267,131,97,1
4268,2164,95,1
4269,2176,93,1
4270,2178,96,0
4271,180,94,0
4272,169,90,0
4273,2129,82,1
4274,2209,84,0
4275,68,66,1
4276,163,106,1
4277,165,99,1
4278,74,92,0
4279,2239,95,1
4280,2212,91,0
4281,2133,93,0
4282,199,99,1
4283,194,82,1
4284,34,86,0
4285,2225,96,0
4286,57,66,1
4287,68,82,0
4288,2178,98,1
4289,41,62,1
4290,29,97,0
4291,94,98,0
4292,186,87,0
4293,189,81,1
4294,2130,105,1
4295,2227,82,1
4296,2176,85,1
4297,2128,91,1
4298,189,60,0
4299,2174,79,1
4300,2134,101,1
4301,2195,80,1
4302,199,84,1
4303,179,83,0
4304,188,59,0
4305,131,91,1
4306,196,91,0
4307,2221,97,0
4308,129,82,0
4309,2167,85,0
4310,2165,79,0
4311,2189,96,0
4312,2159,96,0
4313,195,78,1
4314,2229,92,1
4315,2191,103,1
4316,2251,82,0
4317,2134,86,1
4318,10,63,0
4319,2130,80,0
4320,2191,95,1
4321,2150,90,1
4322,2170,80,1
4323,14,75,1
4324,2167,78,0
4325,2191,84,1
4326,190,108,0
4327,2173,108,1
4328,164,85,0
4329,82,106,0
4330,2242,80,0
4331,2,97,0
4332,182,91,1
4333,2209,86,0
4334,182,79,0
4335,169,99,0
4336,2156,91,1
4337,2128,80,1
4338,198,101,1
4339,2239,90,1
4340,2056,89,1
4341,1703,92,0
4342,2098,87,0
4343,2217,87,1
4344,200,82,0
4345,2170,97,1
4346,2159,95,1
4347,2214,93,1
4348,125,94,0
4349,174,97,0
4350,120,99,1
4351,2153,108,1
4352,167,79,0
4353,2183,82,1
4354,2153,106,0
4355,2177,91,0
4356,199,97,1
4357,2232,99,0
4358,2132,82,1
4359,2130,80,1
4360,88,59,0
4361,2213,86,0
4362,191,88,1
4363,2163,101,1
4364,2172,108,0
4365,160,72,0
4366,2160,78,1
4367,128,90,1
4368,2204,91,0
4369,1,75,1
4370,2196,56,0
4371,2241,99,0
4372,179,106,0
4373,47,62,1
4374,193,57,0
4375,162,95,1
4376,2176,108,1
4377,186,96,0
4378,124,80,1
4379,2246,78,0
4380,183,75,0
4381,191,74,0
4382,182,105,0
4383,193,93,0
4384,2127,98,1
4385,159,85,0
4386,26,67,0
4387,2187,108,1
4388,2218,108,1
4389,2154,85,0
4390,2212,90,0
4391,2216,90,0
4392,2184,94,0
4393,126,97,0
4394,121,96,1
4395,197,95,0
4396,197,82,1
4397,2179,59,0
4398,2167,106,0
4399,24,61,1
4400,2164,92,0
4401,2183,101,0
4402,1722,67,1
4403,129,82,1
4404,2205,93,1
4405,23,62,1
4406,2155,92,0
4407,2248,99,0
4408,2193,101,0
4409,188,80,1
4410,187,78,1
4411,2234,86,1
4412,2127,99,1
4413,66,93,0
4414,15,91,0
4415,2252,56,0
4416,51,91,0
4417,2212,91,1
4418,2193,92,0
4419,94,87,0
4420,2210,105,1
4421,190,98,1
4422,2163,82,1
4423,2128,79,1
4424,170,94,1
4425,2203,108,1
4426,191,94,1
4427,2174,87,1
4428,72,66,1
4429,2230,84,1
4430,2194,78,0
4431,2152,80,1
4432,174,90,0
4433,196,106,0
4434,1721,95,0
4435,131,93,0
4436,127,97,1
4437,2182,90,0
4438,176,82,1
4439,2133,97,1
4440,2127,82,0
4441,2244,86,1
4442,63,70,0
4443,2227,63,0
4444,2180,99,0
4445,195,103,1
4446,1740,66,1
4447,2130,97,1
4448,159,106,0
4449,52,65,1
4450,2151,92,1
4451,98,77,1
4452,2128,93,1
4453,176,80,1
4454,2212,93,1
4455,2184,101,1
4456,175,106,1
4457,191,83,1
4458,2168,83,1
4459,1730,95,0
4460,2170,108,1
4461,2244,83,0
4462,2211,108,0
4463,2227,106,1
4464,194,82,0
4465,158,106,0
4466,2211,79,1
4467,2157,79,1
4468,26,65,0
4469,185,90,1
4470,2251,85,0
4471,187,106,0
4472,164,108,1
4473,2195,92,0
4474,34,58,1
4475,27,66,0
4476,2167,97,0
4477,2239,97,0
4478,43,84,0
4479,2205,81,1
4480,2129,82,1
4481,1701,61,0
4482,47,65,1
