,task_id,flow_id,associated
1560,198,85,0
1561,2219,78,0
1562,63,96,0
1563,179,82,1
1564,2199,64,0
1565,2165,101,0
1566,198,93,1
1567,2212,95,0
1568,171,96,1
1569,2171,74,0
1570,2230,96,1
1571,2214,101,1
1572,2241,88,0
1573,2131,97,1
1574,2132,87,1
1575,190,89,1
1576,131,101,1
1577,2216,93,0
1578,2155,81,0
1579,2229,98,1
1580,2166,106,1
1581,2152,105,1
1582,160,80,1
1583,124,95,1
1584,2222,94,1
1585,2150,94,0
1586,2130,84,1
1587,120,94,1
1588,174,98,1
1589,2174,98,1
1590,2176,86,1
1591,191,91,1
1592,47,60,1
1593,2247,81,0
1594,1717,81,0
1595,187,94,1
1596,2183,81,1
1597,2247,70,0
1598,65,105,0
1599,2199,108,0
1600,2219,91,1
1601,2176,96,0
1602,21,58,1
1603,130,94,1
1604,2151,98,1
1605,190,99,1
1606,2232,93,1
1607,124,96,0
1608,2231,106,1
1609,2239,75,0
1610,194,92,0
1611,2248,95,1
1612,2191,85,0
1613,1757,67,1
1614,2173,78,1
1615,1717,61,1
1616,2203,79,1
1617,2201,85,0
1618,197,84,1
1619,2171,92,1
1620,2205,97,0
1621,185,108,0
1622,167,92,1
1623,2173,95,0
1624,2134,101,0
1625,2176,58,0
1626,2217,81,1
1627,2199,79,1
1628,14,103,0
1629,35,86,0
1630,120,56,0
1631,1,82,0
1632,2213,108,1
1633,2175,101,0
1634,2172,108,1
1635,2195,78,1
1636,2227,98,1
1637,2246,94,1
1638,65,90,0
1639,2243,85,0
1640,2149,105,0
1641,2182,94,0
1642,2160,106,0
1643,2236,93,1
1644,174,97,1
1645,21,65,1
1646,2183,80,0
1647,197,99,1
1648,2130,97,0
1649,2229,80,1
1650,125,97,0
1651,2224,66,0
1652,2191,74,0
1653,2128,78,1
1654,2167,87,1
1655,193,96,1
1656,2202,81,0
1657,2177,75,0
1658,2162,82,0
1659,2155,83,0
1660,2247,106,1
1661,35,74,1
1662,22,90,0
1663,2130,82,1
1664,98,90,0
1665,2251,85,1
1666,12,74,1
1667,71,99,0
1668,2202,108,1
1669,2169,79,1
1670,91,99,0
1671,58,62,1
1672,130,78,0
1673,1711,75,1
1674,170,66,0
1675,170,79,0
1676,120,103,1
1677,163,97,1
1678,2181,92,0
1679,41,76,1
1680,2232,97,0
1681,2131,80,0
1682,174,77,0
1683,191,95,1
1684,32,79,0
1685,120,65,0
1686,2170,92,0
1687,2172,85,0
1688,2201,97,1
1689,2252,106,0
1690,195,90,0
1691,164,101,0
1692,2221,78,0
1693,176,83,1
1694,131,79,0
1695,116,91,0
1696,166,95,0
1697,181,82,0
1698,2245,95,1
1699,2189,98,1
1700,193,90,1
1701,194,92,0
1702,2166,108,1
1703,191,108,0
1704,126,95,1
1705,2229,93,1
1706,177,78,0
1707,59,56,1
1708,16,79,0
1709,124,83,1
1710,167,78,1
1711,171,103,0
1712,72,77,0
1713,160,97,0
1714,2188,80,0
1715,2152,98,1
1716,2172,84,1
1717,199,90,0
1718,2237,83,1
1719,42,91,0
1720,2243,80,1
1721,2176,56,0
1722,82,64,1
1723,161,81,1
1724,2165,93,1
1725,2246,94,0
1726,2248,99,0
1727,2128,91,0
1728,2158,97,1
1729,2226,93,1
1730,176,103,1
1731,31,92,0
1732,2204,87,1
1733,2175,84,0
1734,54,59,1
1735,2182,84,1
1736,2227,66,0
1737,200,83,1
1738,57,96,0
1739,162,82,0
1740,2212,106,1
1741,2232,93,0
1742,2126,93,0
1743,2157,101,1
1744,72,70,0
1745,166,101,1
1746,28,70,1
1747,2133,80,0
1748,194,78,0
1749,2129,91,1
1750,2239,59,0
1751,2169,83,1
1752,2159,79,1
1753,2192,103,1
1754,179,101,0
1755,1752,57,1
1756,2169,97,1
1757,169,92,1
1758,2239,108,1
1759,181,96,1
1760,2240,92,1
1761,2157,98,0
1762,2178,83,1
1763,2131,92,1
1764,1,59,1
1765,2131,94,0
1766,2178,82,0
1767,68,78,0
1768,2246,90,1
1769,2131,96,1
1770,2228,103,0
1771,2241,59,0
1772,42,99,0
1773,2132,92,1
1774,163,98,0
1775,2210,103,1
1776,2180,86,1
1777,2157,108,0
1778,2156,97,0
1779,2232,106,0
1780,165,81,1
1781,6,87,0
1782,2172,96,0
1783,47,64,1
1784,2126,103,1
1785,2150,92,0
1786,2169,77,0
1787,2204,80,1
1788,163,79,0
1789,2157,92,1
1790,128,67,0
1791,2243,97,1
1792,86,82,0
1793,43,58,0
1794,2245,95,0
1795,185,78,1
1796,2128,86,0
1797,99,62,1
1798,2195,106,1
1799,2189,106,1
1800,2250,91,0
1801,2157,94,1
1802,2188,101,1
1803,2205,105,1
1804,196,108,1
1805,2221,88,0
1806,2203,76,0
1807,2207,78,0
1808,85,56,1
1809,2191,91,0
1810,2178,87,1
1811,121,106,1
1812,2181,101,0
1813,15,91,0
1814,2269,79,1
1815,1723,98,0
1816,2248,98,0
1817,2153,93,1
1818,2247,92,0
1819,2130,93,1
1820,2245,57,0
1821,186,84,1
1822,47,70,1
1823,131,94,0
1824,3,85,0
1825,1720,101,0
1826,2240,84,0
1827,96,76,1
1828,90,56,0
1829,2218,91,1
1830,87,70,1
1831,2194,98,1
1832,180,94,0
1833,2236,103,1
1834,196,103,0
1835,58,87,0
1836,2181,83,0
1837,200,98,1
1838,82,99,0
1839,168,94,1
1840,2193,84,1
1841,167,79,1
1842,2153,96,0
1843,2228,95,1
1844,2214,76,0
1845,2222,91,1
1846,2199,99,1
1847,2242,97,1
1848,2153,89,0
1849,2247,87,1
1850,2241,95,0
1851,20,58,1
1852,2247,80,1
1853,2156,96,1
1854,69,103,0
1855,2201,87,1
1856,2247,91,1
1857,2228,81,0
1858,2176,95,0
1859,12,56,1
1860,164,67,0
1861,200,98,0
1862,2217,86,1
1863,2196,98,0
1864,2227,101,1
1865,1,94,0
1866,196,78,1
1867,2226,97,1
1868,2235,92,1
1869,2210,86,1
1870,2176,82,1
1871,2221,103,1
1872,2167,82,1
1873,35,65,1
1874,10,97,0
1875,2221,83,1
1876,188,103,1
1877,2177,92,1
1878,2131,87,1
1879,15,98,0
1880,2,95,0
1881,2191,79,0
1882,181,62,0
1883,191,93,1
1884,2175,99,1
1885,176,96,0
1886,2152,93,0
1887,2193,67,0
1888,2240,103,1
1889,2177,96,1
1890,2211,106,1
1891,2165,108,1
1892,77,70,1
1893,29,72,1
1894,2226,103,0
1895,2192,97,0
1896,2128,75,0
1897,40,76,1
1898,126,90,0
1899,2158,97,0
1900,2,93,0
1901,2133,85,1
1902,2181,56,0
1903,51,74,1
1904,70,66,1
1905,116,77,1
1906,170,101,0
1907,15,61,1
1908,170,103,1
1909,2173,101,0
1910,70,61,1
1911,2221,85,0
1912,31,62,1
1913,164,80,1
1914,2239,81,1
1915,2214,108,0
1916,2128,94,0
1917,2188,106,0
1918,2128,80,0
1919,186,98,0
1920,175,103,0
1921,2126,86,1
1922,130,78,1
1923,2129,103,0
1924,190,93,1
1925,179,97,0
1926,2203,98,0
1927,2192,97,1
1928,6,60,1
1929,51,60,1
1930,2157,105,0
1931,2235,90,0
1932,2250,103,0
1933,2248,98,1
1934,2241,80,0
1935,124,84,1
1936,2239,82,1
1937,2205,85,0
1938,2184,99,0
1939,12,61,1
1940,183,106,1
1941,94,75,1
1942,2132,93,0
1943,1702,99,0
1944,90,59,1
1945,2237,92,1
1946,2156,81,1
1947,2215,90,0
1948,2247,108,1
1949,2195,103,1
1950,2227,79,1
1951,1736,96,0
1952,53,77,1
1953,2235,58,0
1954,2203,60,0
1955,2252,83,1
1956,190,88,1
1957,2207,56,0
1958,2,81,0
1959,94,78,0
1960,130,105,0
1961,2249,94,0
1962,2170,99,1
1963,192,74,0
1964,172,85,1
1965,2189,99,0
1966,2223,97,0
1967,64,82,0
1968,130,87,1
1969,122,91,1
1970,178,90,0
1971,2195,84,1
1972,194,88,1
1973,2233,76,0
1974,181,96,0
1975,6,61,0
1976,191,101,0
1977,2200,86,1
1978,43,61,1
1979,2163,91,1
1980,2201,86,1
1981,2214,97,1
1982,2268,81,0
1983,2169,83,0
1984,2191,97,1
1985,180,98,1
1986,199,94,1
1987,2128,87,0
1988,2225,81,1
1989,2156,97,1
1990,195,79,1
1991,10,61,0
1992,2151,97,1
1993,2132,105,1
1994,2205,66,0
1995,2,72,1
1996,2239,85,1
1997,2252,59,0
1998,120,92,1
1999,2160,106,1
2000,2247,90,0
2001,2245,78,1
2002,127,80,1
2003,165,108,0
2004,2223,91,1
2005,38,64,1
2006,74,70,1
2007,2235,91,1
2008,168,106,0
2009,2227,103,1
2010,2194,95,0
2011,2226,87,1
2012,2243,94,1
2013,2202,86,0
2014,193,80,1
2015,2182,106,0
2016,174,79,0
2017,2126,98,1
2018,159,61,0
2019,1722,58,0
2020,200,87,0
2021,2171,101,0
2022,2167,78,0
2023,172,93,1
2024,161,93,0
2025,2177,85,1
2026,1,58,1
2027,2243,74,0
2028,163,78,1
2029,98,94,0
2030,83,95,0
2031,2237,87,1
2032,42,59,1
2033,27,64,1
2034,2199,81,1
2035,179,85,1
2036,2169,84,1
2037,2230,79,1
2038,65,58,1
2039,2189,93,1
2040,2247,78,0
2041,2249,103,1
2042,2194,79,0
2043,2174,83,0
2044,2174,95,1
2045,9,96,0
2046,168,74,0
2047,2251,85,0
2048,121,93,1
2049,183,82,0
2050,2228,79,1
2051,2174,97,0
2052,2186,106,1
2053,2056,65,0
2054,2239,99,1
2055,200,93,1
2056,2219,62,0
2057,2186,96,0
2058,2211,92,1
2059,1736,58,1
2060,2174,106,1
2061,2167,90,1
2062,120,82,1
2063,193,92,0
2064,2201,101,0
2065,123,86,1
2066,2247,98,0
2067,54,75,1
2068,2249,93,0
2069,2196,103,0
2070,2168,80,1
2071,132,56,1
2072,23,85,0
2073,2212,92,1
2074,129,81,0
2075,2153,90,0
2076,2192,103,0
2077,2171,90,1
2078,2206,82,0
2079,2215,92,0
2080,4,75,1
2081,86,94,0
2082,2245,99,0
2083,79,99,0
2084,2210,97,1
2085,2182,95,0
2086,188,105,0
2087,2229,84,1
2088,125,98,1
2089,1,65,1
2090,2245,103,0
2091,2152,78,1
2092,191,81,0
2093,69,84,0
2094,2127,108,1
2095,2056,86,1
2096,124,106,1
2097,2126,108,1
2098,2199,108,1
2099,2242,56,0
2100,197,93,1
2101,2201,82,1
2102,163,60,0
2103,2228,96,1
2104,175,92,1
2105,172,98,0
2106,193,62,0
2107,2230,82,1
2108,2202,86,0
2109,194,80,1
2110,2197,99,1
2111,122,96,0
2112,2190,86,1
2113,195,79,0
2114,2194,90,0
2115,2204,79,0
2116,171,80,1
2117,2130,99,1
2118,2194,84,1
2119,2221,57,0
2120,172,99,1
2121,2223,91,0
2122,93,70,1
2123,2186,97,1
2124,2210,84,1
2125,30,64,0
2126,2244,86,0
2127,29,59,1
2128,2134,83,1
2129,85,99,0
2130,2225,78,0
2131,63,61,1
2132,2242,92,1
2133,174,75,0
2134,166,87,1
2135,167,82,0
2136,2211,101,0
2137,7,66,1
2138,2131,84,0
2139,2154,95,1
2140,69,57,1
2141,130,84,1
2142,2176,94,0
2143,1757,76,1
2144,2240,66,0
2145,2215,97,0
2146,2189,80,1
2147,158,90,1
2148,2242,108,1
2149,166,66,0
2150,2235,80,1
2151,163,90,1
2152,2150,98,1
2153,175,93,1
2154,2182,65,0
2155,167,82,1
2156,2162,103,1
2157,2131,94,1
2158,2219,105,1
2159,192,105,0
2160,27,80,0
2161,183,83,1
2162,131,108,0
2163,2132,97,0
2164,2218,86,0
2165,73,59,1
2166,166,97,0
2167,64,87,0
2168,2209,78,1
2169,2149,81,0
2170,2268,83,1
2171,192,95,0
2172,2237,66,0
2173,2181,94,1
2174,198,98,1
2175,2247,83,1
2176,2183,83,0
2177,2199,96,0
2178,2172,87,0
2179,2131,108,1
2180,2190,94,1
2181,181,80,0
2182,166,93,0
2183,2210,82,0
2184,15,64,1
2185,2190,80,0
2186,190,79,1
2187,175,91,1
2188,2217,57,0
2189,2227,83,0
2190,2245,99,1
2191,2182,86,1
2192,15,57,1
2193,179,96,0
2194,2179,74,0
2195,2194,99,0
2196,129,78,1
2197,2174,86,0
2198,1893,70,1
2199,2155,92,0
2200,127,94,1
2201,2194,97,1
2202,2056,91,1
2203,180,87,1
2204,2198,95,1
2205,129,99,1
2206,2178,86,1
2207,164,99,0
2208,2191,105,1
2209,2233,66,0
2210,126,105,1
2211,2222,97,1
2212,2175,106,1
2213,2225,103,0
2214,2183,79,1
2215,2174,84,0
2216,2176,81,1
2217,187,84,1
2218,2184,87,1
2219,2162,91,0
2220,16,86,0
2221,2268,84,0
2222,2181,90,1
2223,2162,105,1
2224,1736,67,1
2225,2180,101,0
2226,2180,98,0
2227,2186,91,0
2228,1731,59,0
2229,2204,101,1
2230,160,75,0
2231,2250,84,1
2232,2227,97,1
2233,2163,98,0
2234,2252,85,0
2235,2127,61,0
2236,169,85,0
2237,126,98,1
2238,2180,103,1
2239,12,89,0
2240,71,56,1
2241,7,59,0
2242,128,80,1
2243,43,62,1
2244,125,95,1
2245,2128,85,0
2246,81,64,1
2247,166,99,1
2248,2196,98,1
2249,160,105,0
2250,177,83,0
2251,2186,78,1
2252,2223,99,1
2253,98,90,0
2254,2251,64,0
2255,187,81,0
2256,2133,93,1
2257,177,80,0
2258,178,101,0
2259,2174,108,1
2260,2191,61,0
2261,99,65,1
2262,2198,97,1
2263,2245,91,1
2264,171,87,0
2265,2198,91,1
2266,5,77,1
2267,189,87,0
2268,2176,98,1
2269,2160,92,1
2270,2199,86,0
2271,2209,108,0
2272,168,79,1
2273,2214,101,0
2274,2251,91,1
2275,189,108,1
2276,200,79,0
2277,198,103,0
2278,127,92,0
2279,2171,91,0
2280,58,92,0
2281,2151,108,1
2282,2190,92,1
2283,2160,85,1
2284,2212,90,0
2285,2199,98,1
2286,197,105,0
2287,2162,91,0
2288,2197,87,0
2289,2126,91,1
2290,195,105,1
2291,2173,93,0
2292,2170,105,0
2293,65,76,1
2294,2226,80,0
2295,190,82,0
2296,6,83,0
2297,13,64,1
2298,2213,105,0
2299,2186,95,1
2300,81,76,1
2301,2213,84,1
2302,192,106,0
2303,4,59,1
2304,2158,103,1
2305,2240,78,1
2306,177,98,1
2307,2127,95,1
2308,120,84,1
2309,181,90,1
2310,2180,99,0
2311,16,93,0
2312,2133,103,1
2313,2252,92,1
2314,54,77,0
2315,2132,94,1
2316,2220,78,0
2317,11,62,0
2318,165,84,0
2319,2268,101,0
2320,199,91,0
2321,96,98,0
2322,89,83,0
2323,2205,96,1
2324,196,93,1
2325,2223,84,1
2326,2213,78,0
2327,2169,85,1
2328,2229,79,1
2329,184,82,0
2330,14,58,1
2331,12,80,0
2332,125,85,1
2333,2176,66,0
2334,188,79,1
2335,1916,81,0
2336,175,80,1
2337,2195,79,0
2338,2210,82,0
2339,52,76,1
2340,193,99,1
2341,2225,86,0
2342,197,92,0
2343,2128,97,0
2344,191,91,0
2345,2165,95,1
2346,2252,97,0
2347,2179,95,0
2348,2186,83,0
2349,2186,57,0
2350,2244,81,1
2351,91,77,1
2352,2165,106,0
2353,2167,96,1
2354,79,77,1
2355,2200,81,0
2356,37,65,1
2357,159,87,1
2358,2194,79,1
2359,2226,92,0
2360,2175,57,0
2361,2250,90,1
2362,14,59,1
2363,7,85,0
2364,191,83,0
2365,2153,98,1
2366,40,74,0
2367,2151,86,1
2368,2221,79,1
2369,2246,97,1
2370,41,59,1
2371,2249,91,1
2372,2178,108,0
2373,24,90,0
2374,2240,97,1
2375,2150,93,1
2376,99,101,0
2377,188,108,1
2378,192,108,0
2379,2180,105,1
2380,74,59,1
2381,2202,83,0
2382,2199,85,0
2383,2157,87,1
2384,87,75,1
2385,72,77,1
2386,2230,90,0
2387,2127,105,0
2388,2211,93,0
2389,86,95,0
2390,2269,82,0
2391,162,108,1
2392,116,76,0
2393,186,106,1
2394,22,61,0
2395,2132,84,1
2396,184,99,1
2397,2155,103,0
2398,2229,97,0
2399,2214,95,1
2400,2235,108,1
2401,2234,103,1
2402,160,93,0
2403,191,58,0
2404,2269,81,1
2405,121,99,1
2406,160,82,0
2407,63,84,0
2408,2243,96,0
2409,184,82,1
2410,95,76,1
2411,177,91,1
2412,180,94,0
2413,131,93,0
2414,180,72,0
2415,2247,105,0
2416,2126,99,0
2417,2204,105,1
2418,164,86,0
2419,2181,103,1
2420,2181,79,1
2421,2196,81,1
2422,14,56,0
2423,28,91,0
2424,81,59,1
2425,2160,62,0
2426,158,98,1
2427,2196,87,1
2428,169,92,0
2429,2186,79,0
2430,2131,95,1
2431,2250,86,1
2432,2163,92,0
2433,182,80,0
2434,176,64,0
2435,175,90,1
2436,2239,78,1
2437,166,105,0
2438,169,90,1
2439,2130,87,1
2440,2131,105,0
2441,40,106,0
2442,2236,95,0
2443,2240,85,1
2444,2156,83,0
2445,31,85,0
2446,2132,91,0
2447,2165,98,1
2448,2222,79,0
2449,2246,99,0
2450,1710,67,1
2451,2150,105,1
2452,126,82,1
2453,2223,85,1
2454,158,83,0
2455,194,84,0
2456,2237,74,0
2457,2201,79,0
2458,2167,78,1
2459,21,60,1
2460,172,94,0
2461,126,101,1
2462,164,87,1
2463,2166,95,1
2464,2155,93,1
2465,2167,99,0
2466,2157,98,0
2467,2173,81,0
2468,2240,89,0
2469,2226,80,0
2470,2183,86,0
2471,130,106,1
2472,179,60,0
2473,2166,94,0
2474,34,72,1
2475,2245,108,1
2476,2233,86,0
2477,2200,85,0
2478,2150,94,0
2479,2210,94,1
2480,123,81,0
2481,97,74,1
2482,2229,86,0
2483,168,105,0
2484,2223,81,0
2485,182,82,1
2486,130,79,0
2487,2181,92,1
2488,169,98,0
2489,2244,92,1
2490,2204,61,0
2491,176,96,1
2492,2160,76,0
2493,2168,93,1
2494,184,84,1
2495,2212,85,1
2496,2206,64,0
2497,166,108,1
2498,2202,87,1
2499,2184,61,0
2500,176,85,0
2501,2204,83,0
2502,2213,93,0
2503,2227,81,1
2504,2209,108,1
2505,2244,83,1
2506,2223,93,0
2507,2199,94,0
2508,2170,79,1
2509,80,72,1
2510,43,85,0
2511,2170,97,0
2512,199,105,1
2513,2236,90,0
2514,158,103,0
2515,2188,84,1
2516,2175,95,0
2517,2252,108,1
2518,2209,80,0
2519,2232,91,1
2520,115,66,1
2521,2240,66,0
2522,160,78,1
2523,2194,94,1
2524,158,82,1
2525,2181,85,0
2526,2184,83,1
2527,188,94,1
2528,2195,82,0
2529,198,96,0
2530,52,74,1
2531,2249,101,1
2532,2174,105,1
2533,129,84,1
2534,2151,75,0
2535,186,97,1
2536,184,78,1
2537,2184,82,1
2538,2242,72,0
2539,2155,98,1
2540,127,95,1
2541,2249,97,0
2542,2154,101,1
2543,2149,106,0
2544,2184,96,1
2545,129,79,1
2546,186,99,1
2547,2153,79,1
2548,2205,78,1
2549,2130,92,1
2550,2192,90,0
2551,186,93,0
2552,175,84,1
2553,83,59,1
2554,2133,83,0
2555,200,81,1
2556,2127,97,0
2557,185,87,1
2558,2156,78,1
2559,2177,106,1
2560,2149,87,0
2561,2165,91,1
2562,2249,79,1
2563,36,108,0
2564,2209,79,1
2565,39,87,0
2566,2164,97,0
2567,2165,84,0
2568,175,96,0
2569,2132,93,0
2570,115,97,0
2571,2134,105,1
2572,2134,91,0
2573,30,80,0
2574,2182,108,0
2575,66,56,0
2576,121,84,1
2577,127,98,1
2578,26,61,0
2579,2218,96,0
2580,2132,96,0
2581,2179,83,1
2582,2169,90,1
2583,2209,79,0
2584,122,84,1
2585,2193,92,1
2586,2221,86,1
2587,2236,79,1
2588,179,79,1
2589,161,80,0
2590,2223,97,1
2591,2160,90,1
2592,2227,90,1
2593,7,62,1
2594,2215,83,1
2595,2214,106,0
2596,1748,76,1
2597,2178,105,0
2598,2188,80,1
2599,179,60,0
2600,2169,94,1
2601,2251,76,0
2602,2211,86,0
2603,199,82,0
2604,175,98,1
2605,2169,80,1
2606,96,98,0
2607,2149,82,0
2608,2192,101,1
2609,2193,80,0
2610,2177,86,1
2611,1736,66,1
2612,2212,95,1
2613,80,57,1
2614,189,80,0
2615,2157,83,1
2616,96,75,1
2617,2156,94,1
2618,179,65,0
2619,2166,93,0
2620,2234,98,0
2621,2165,105,1
2622,164,87,1
2623,191,95,0
2624,192,85,1
2625,2246,78,1
2626,22,70,1
2627,13,59,1
2628,2154,108,0
2629,2177,76,0
2630,2190,93,1
2631,169,83,0
2632,190,94,1
2633,181,74,0
2634,2204,82,1
2635,2196,58,0
2636,2227,78,1
2637,129,81,1
2638,200,83,0
2639,2219,85,0
2640,2236,79,0
2641,196,89,0
2642,72,94,0
2643,1719,74,1
2644,174,103,0
2645,2209,93,1
2646,1723,77,1
2647,2233,97,1
2648,2193,81,0
2649,2246,87,1
2650,2176,101,1
2651,2218,56,0
2652,2210,87,1
2653,2236,105,1
2654,1721,95,0
2655,116,80,0
2656,2155,96,1
2657,2133,77,0
2658,190,82,0
2659,2130,101,1
2660,2232,80,1
2661,199,96,0
2662,2163,98,0
2663,2188,74,0
2664,2226,82,0
2665,2151,99,1
2666,72,75,0
2667,2227,108,0
2668,2201,92,1
2669,200,105,0
2670,181,99,1
2671,2237,78,0
2672,2207,80,1
2673,2194,96,1
2674,50,57,1
2675,2220,108,1
2676,131,78,0
2677,51,82,0
2678,2182,90,1
2679,96,56,1
2680,2215,106,0
2681,2128,108,1
2682,160,97,1
2683,2217,99,1
2684,123,95,1
2685,181,80,0
2686,2201,79,0
2687,2159,98,1
2688,1735,106,0
2689,2172,80,1
2690,122,82,0
2691,2169,91,1
2692,2153,96,1
2693,168,82,0
2694,2129,80,1
2695,2244,105,1
2696,121,83,1
2697,131,98,1
2698,2129,101,0
2699,1757,75,1
2700,2195,108,1
2701,2188,81,0
2702,194,67,0
2703,2179,66,0
2704,2199,92,1
2705,2247,59,0
2706,183,91,0
2707,2224,106,0
2708,2246,94,0
2709,2269,85,1
2710,2214,95,0
2711,63,57,1
2712,86,90,0
2713,2162,91,0
2714,2162,90,1
2715,181,106,1
2716,1728,61,0
2717,1736,76,0
2718,184,97,1
2719,2183,61,0
2720,123,101,0
2721,169,106,1
2722,2233,99,1
2723,50,74,1
2724,126,79,1
2725,2241,63,0
2726,162,79,1
2727,190,96,1
2728,2250,101,1
2729,2247,98,0
2730,2134,87,0
2731,128,92,0
2732,2244,94,0
2733,2252,86,1
2734,2209,81,1
2735,2194,87,1
2736,131,85,0
2737,2251,108,0
2738,2159,86,0
2739,99,90,0
2740,2204,99,1
2741,83,77,1
2742,2206,95,0
2743,2210,93,0
2744,2240,82,1
2745,199,91,1
2746,186,78,1
2747,2177,80,0
2748,2126,93,1
2749,181,105,0
2750,2164,99,1
2751,2174,96,0
2752,2197,92,1
2753,2179,82,1
2754,2220,106,0
2755,77,58,1
2756,2170,105,1
2757,122,80,0
2758,2201,85,0
2759,2228,101,1
2760,2190,64,0
2761,29,66,1
2762,34,59,1
2763,42,77,1
2764,38,95,0
2765,185,105,0
2766,2151,82,1
2767,2178,75,0
2768,2177,90,0
2769,190,86,1
2770,2127,85,0
2771,2129,97,1
2772,72,101,0
2773,2242,83,0
2774,191,84,1
2775,124,96,1
2776,2172,81,1
2777,2175,89,0
2778,95,61,1
2779,1705,96,0
2780,122,108,1
2781,2153,85,1
2782,1727,58,0
2783,193,89,1
2784,2241,84,1
2785,170,67,0
2786,2246,101,1
2787,2164,85,1
2788,2220,106,0
2789,2152,91,1
2790,87,95,0
2791,2222,101,1
2792,2169,83,0
2793,125,103,1
2794,1720,62,1
2795,2226,80,1
2796,2218,103,1
2797,2209,70,0
2798,163,96,1
2799,2245,79,0
2800,180,103,1
2801,2229,106,1
2802,2130,93,0
2803,35,57,1
2804,168,105,1
2805,30,85,0
2806,2244,108,0
2807,163,79,0
2808,2166,79,1
2809,2179,83,0
2810,2202,93,1
2811,2249,72,0
2812,1757,82,0
2813,2221,106,1
2814,2156,94,0
2815,2182,78,0
2816,2169,87,1
2817,193,83,0
2818,161,94,0
2819,2203,77,0
2820,182,94,1
2821,120,76,0
2822,2240,94,0
2823,125,105,1
2824,1736,76,1
2825,41,90,0
2826,2219,85,1
2827,2186,63,0
2828,2268,101,0
2829,2237,106,1
2830,20,56,1
2831,2219,79,0
2832,2205,85,0
2833,55,81,0
2834,90,67,1
2835,178,91,1
2836,2249,95,1
2837,2202,81,0
2838,2191,83,1
2839,2234,106,0
2840,182,103,1
2841,171,94,1
2842,2235,99,1
2843,124,101,0
2844,2198,96,1
2845,2151,90,1
2846,2197,96,0
2847,193,93,0
2848,2134,86,0
2849,2155,94,1
2850,11,108,0
2851,71,66,1
2852,2218,86,1
2853,2211,86,1
2854,2223,86,1
2855,2158,99,1
2856,2132,70,0
2857,31,81,0
2858,2222,90,1
2859,2194,98,0
2860,2177,81,1
2861,2134,92,1
2862,2201,93,0
2863,41,95,0
2864,3,87,0
2865,29,78,0
2866,79,105,0
2867,122,84,0
2868,52,59,1
2869,2150,101,0
2870,169,106,0
2871,2246,96,1
2872,2222,76,0
2873,2158,81,0
2874,2157,86,1
2875,75,78,0
2876,127,85,0
2877,2221,82,1
2878,2235,105,1
2879,2236,92,0
2880,178,106,1
2881,2226,92,1
2882,34,93,0
2883,2162,81,0
2884,20,72,0
2885,182,86,1
2886,2223,83,0
2887,2175,79,1
2888,5,70,1
2889,43,77,1
2890,2225,98,1
2891,183,86,0
2892,2097,98,0
2893,2212,91,0
2894,2220,106,0
2895,51,97,0
2896,2209,57,0
2897,185,99,1
2898,2177,98,1
2899,178,99,1
2900,2212,103,0
2901,89,62,0
2902,2190,101,0
2903,122,84,0
2904,2199,61,0
2905,2149,59,0
2906,196,91,1
2907,83,108,0
2908,189,93,1
2909,129,108,0
2910,167,99,1
2911,2173,105,0
2912,180,95,1
2913,199,85,0
2914,2221,84,0
2915,96,83,0
2916,169,76,0
2917,2224,67,0
2918,2188,103,1
2919,21,83,0
2920,2204,70,0
2921,2244,90,1
2922,21,56,1
2923,199,95,1
2924,2247,78,1
2925,163,103,0
2926,2196,97,0
2927,2181,85,1
2928,186,92,0
2929,40,94,0
2930,163,78,0
2931,1736,96,0
2932,52,81,0
2933,167,84,0
2934,2209,91,0
2935,80,86,0
2936,125,84,1
2937,2211,105,0
2938,2164,97,1
2939,27,57,1
2940,166,95,1
2941,129,87,1
2942,127,70,0
2943,194,108,1
2944,2241,93,0
2945,125,82,1
2946,2130,103,0
2947,200,94,0
2948,2251,106,0
2949,174,91,1
2950,2206,106,0
2951,70,85,0
2952,2176,92,0
2953,2248,87,1
2954,72,64,1
2955,2198,94,0
2956,196,106,1
2957,2268,97,0
2958,93,76,1
2959,2191,82,0
2960,2248,79,1
2961,2189,78,1
2962,2214,91,0
2963,2173,86,0
2964,160,77,0
2965,2229,84,0
2966,43,64,1
2967,192,78,0
2968,191,106,0
2969,163,86,1
2970,2158,96,1
2971,2206,105,1
2972,200,96,0
2973,2217,91,0
2974,89,98,0
2975,2174,63,0
2976,2152,92,1
2977,127,85,1
2978,2223,79,1
2979,2242,97,0
2980,194,95,1
2981,2252,81,0
2982,121,96,0
2983,2132,65,0
2984,200,90,0
2985,163,101,1
2986,2175,83,1
2987,2196,63,0
2988,181,99,0
2989,2203,99,1
2990,2159,106,1
2991,189,105,1
2992,2131,60,0
2993,2241,93,1
2994,2235,93,0
2995,2168,108,0
2996,1757,90,0
2997,159,108,0
2998,2246,65,0
2999,2232,80,0
3000,2159,94,1
3001,2239,78,0
3002,2132,93,0
3003,96,74,1
3004,2243,99,1
3005,2217,93,1
3006,26,64,1
3007,2129,86,1
3008,2128,80,0
3009,2175,82,1
3010,196,92,0
3011,187,81,0
3012,22,62,0
3013,31,74,0
3014,2236,84,1
3015,178,82,0
3016,191,86,0
3017,28,87,0
